OBW67823.1	OBW67823.1	2-HACID_DH
EQL36264.1	XP_013276951.1	SESB-LIKE
KEY69383.1	XP_013276951.1	SESB-LIKE
ATY59298.1	XP_013276951.1	SESB-LIKE
EMT65391.1	PNP82941.1	SESB-LIKE
EMT65821.1	XP_013276951.1	SESB-LIKE
XP_014543537.1	KID84473.1	SESB-LIKE
KFA56362.1	XP_013276951.1	SESB-LIKE
CEJ81146.1	XP_013276951.1	SESB-LIKE
CCA76606.1	XP_013276951.1	SESB-LIKE
GAW21895.1	GAW21895.1	SESB-LIKE
GAW21984.1	XP_013276951.1	SESB-LIKE
XP_022514236.1	XP_013276951.1	SESB-LIKE
GAW22188.1	XP_013276951.1	SESB-LIKE
GAW22599.1	XP_013276951.1	SESB-LIKE
GAW22631.1	PNP51062.1	SESB-LIKE
GAW22654.1	XP_013276951.1	SESB-LIKE
XP_022515103.1	XP_013276951.1	SESB-LIKE
XP_016253703.1	XP_013276951.1	SESB-LIKE
CRK27727.1	CRK27727.1	SESB-LIKE
EMT71148.1	XP_013276951.1	SESB-LIKE
XP_014545978.1	XP_013276951.1	SESB-LIKE
XP_016253586.1	XP_013276951.1	SESB-LIKE
XP_022515492.1	XP_013276951.1	SESB-LIKE
XP_025479181.1	XP_013276951.1	SESB-LIKE
GAW23019.1	XP_013276951.1	SESB-LIKE
CEJ62910.1	CEJ62910.1	SESB-LIKE
XP_025479022.1	XP_013276951.1	SESB-LIKE
XP_025477342.1	XP_013276951.1	SESB-LIKE
XP_023433800.1	XP_013276951.1	SESB-LIKE
KFA55452.1	XP_013276951.1	SESB-LIKE
XP_014549918.1	XP_013276951.1	SESB-LIKE
GAW24124.1	GAW24124.1	SESB-LIKE
XP_022515618.1	XP_022503101.1	SESB-LIKE
GAW24367.1	XP_013276951.1	SESB-LIKE
ELA35115.1	PNP82941.1	SESB-LIKE
CCA77386.1	CCA73527.1	SESB-LIKE
XP_016255029.1	XP_016255029.1	SESB-LIKE
XP_025482029.1	XP_013276951.1	SESB-LIKE
GAW21826.1	GAW21826.1	SESB-LIKE
GAW18442.1	XP_013276951.1	SESB-LIKE
GAW19498.1	XP_023454857.1	SESB-LIKE
XP_016264836.1	XP_013276951.1	SESB-LIKE
XP_020131123.1	XP_013276951.1	SESB-LIKE
XP_016263213.1	XP_016263213.1	SESB-LIKE
CCA76343.1	XP_013276951.1	SESB-LIKE
CRK28571.1	XP_013276951.1	SESB-LIKE
XP_016258602.1	XP_013276951.1	SESB-LIKE
XP_014540015.1	XP_013276951.1	SESB-LIKE
CCF35584.1	XP_013276951.1	SESB-LIKE
KEQ80974.1	XP_013276951.1	SESB-LIKE
GAW20473.1	XP_013276951.1	SESB-LIKE
GAW20580.1	XP_013276951.1	SESB-LIKE
XP_014540846.1	XP_013276951.1	SESB-LIKE
XP_016257617.1	XP_013276951.1	SESB-LIKE
GAW20766.1	GAW20766.1	SESB-LIKE
CCA76355.1	XP_013276951.1	SESB-LIKE
XP_016255383.1	XP_013276951.1	SESB-LIKE
XP_014543149.1	PGH27938.1	SESB-LIKE
KFA56486.1	KID84473.1	SESB-LIKE
XP_014541470.1	XP_013276951.1	SESB-LIKE
GAW21676.1	XP_013276951.1	SESB-LIKE
XP_014541373.1	XP_013276951.1	SESB-LIKE
GAW25471.1	XP_013276951.1	SESB-LIKE
XP_016255574.1	XP_018139344.1	SESB-LIKE
XP_014541271.1	XP_013276951.1	SESB-LIKE
XP_014541052.1	OAQ78445.1	SESB-LIKE
GAW21162.1	XP_013276951.1	SESB-LIKE
ATY59247.1	XP_013276951.1	SESB-LIKE
CCA76425.1	XP_013276951.1	SESB-LIKE
GAW20848.1	XP_013276951.1	SESB-LIKE
GAW21411.1	XP_013276951.1	SESB-LIKE
CRK26254.1	XP_013276951.1	SESB-LIKE
GAW26889.1	GAW26889.1	SESB-LIKE
XP_025441534.1	XP_013276951.1	SESB-LIKE
KFA45686.1	XP_013276951.1	SESB-LIKE
CRK22522.1	XP_013276951.1	SESB-LIKE
XP_022284278.1	KID84473.1	SESB-LIKE
CRK21323.1	XP_013276951.1	SESB-LIKE
CRK18321.1	XP_013276951.1	SESB-LIKE
XP_022284281.1	KID86251.1	SESB-LIKE
CRK18089.1	CRK18089.1	SESB-LIKE
KDN60333.1	XP_013276951.1	SESB-LIKE
CRK16662.1	XP_013276951.1	SESB-LIKE
XP_680546.1	XP_013276951.1	SESB-LIKE
KFA45618.1	KEY69362.1	SESB-LIKE
KFA45610.1	XP_013276951.1	SESB-LIKE
CRK16433.1	XP_013276951.1	SESB-LIKE
KFA45549.1	XP_013276951.1	SESB-LIKE
XP_022482548.1	XP_013276951.1	SESB-LIKE
XP_022284437.1	XP_013276951.1	SESB-LIKE
KFA45454.1	XP_013276951.1	SESB-LIKE
EPS42862.1	XP_013276951.1	SESB-LIKE
XP_016245658.1	XP_013276951.1	SESB-LIKE
CRK12377.1	XP_013276951.1	SESB-LIKE
XP_023428902.1	OAA57931.1	SESB-LIKE
ELQ43822.1	PNP82941.1	SESB-LIKE
XP_022482542.1	XP_013276951.1	SESB-LIKE
KDN59862.1	XP_013276951.1	SESB-LIKE
CEN60377.1	CEN60377.1	SESB-LIKE
XP_022284942.1	XP_013276951.1	SESB-LIKE
KDN63703.1	XP_013276951.1	SESB-LIKE
ELQ38505.1	XP_013276951.1	SESB-LIKE
XP_016247424.1	XP_013276951.1	SESB-LIKE
CRK14677.1	XP_013276951.1	SESB-LIKE
XP_022284535.1	XP_022284535.1	SESB-LIKE
XP_016246274.1	XP_013276951.1	SESB-LIKE
CRK12372.1	XP_013276951.1	SESB-LIKE
XP_022284072.1	XP_024741356.1	SESB-LIKE
EPS42428.1	XP_013276951.1	SESB-LIKE
CRK26122.1	XP_013276951.1	SESB-LIKE
GBF62120.1	XP_013276951.1	SESB-LIKE
GBF63480.1	XP_013276951.1	SESB-LIKE
XP_014550301.1	XP_014550301.1	SESB-LIKE
XP_959231.2	XP_013276951.1	SESB-LIKE
GBF65144.1	XP_013276951.1	SESB-LIKE
EPS39642.1	XP_013276951.1	SESB-LIKE
KDB23121.1	XP_013276951.1	SESB-LIKE
XP_016251699.1	XP_013276951.1	SESB-LIKE
KFA54533.1	XP_013276951.1	SESB-LIKE
KDB23733.1	XP_013276951.1	SESB-LIKE
EMT69606.1	XP_013276951.1	SESB-LIKE
XP_016251532.1	XP_013276951.1	SESB-LIKE
CRK22752.1	CRK27727.1	SESB-LIKE
KDB24601.1	XP_013276951.1	SESB-LIKE
KFA54085.1	XP_013276951.1	SESB-LIKE
CCA77440.1	PVF91601.1	SESB-LIKE
EPS41964.1	KUL86888.1	SESB-LIKE
XP_014553241.1	KFX90997.1	SESB-LIKE
XP_023431645.1	XP_013276951.1	SESB-LIKE
KFA48088.1	XP_013276951.1	SESB-LIKE
CCA77943.1	XP_013276951.1	SESB-LIKE
KFA48816.1	XP_013276951.1	SESB-LIKE
XP_022483550.1	XP_013276951.1	SESB-LIKE
APA15661.1	XP_013276951.1	SESB-LIKE
CCA77684.1	CCA77684.1	SESB-LIKE
ELA35599.1	XP_013276951.1	SESB-LIKE
KFA50675.1	XP_013276951.1	SESB-LIKE
KFA51018.1	XP_013276951.1	SESB-LIKE
KFA52959.1	XP_013276951.1	SESB-LIKE
XP_023432749.1	EXM19187.1	SESB-LIKE
CCD51184.1	XP_013276951.1	SESB-LIKE
XP_023454297.1	XP_023454857.1	SESB-LIKE
XP_024324734.1	XP_024324734.1	SESB-LIKE
XP_023454556.1	XP_013276951.1	SESB-LIKE
CZR47844.1	CVL04914.1	SESB-LIKE
XP_024674748.1	XP_013276951.1	SESB-LIKE
EER37160.1	XP_013276951.1	SESB-LIKE
EXL39944.1	XP_013276951.1	SESB-LIKE
EXL39853.1	XP_013276951.1	SESB-LIKE
XP_018142496.1	EPE05467.1	SESB-LIKE
EXL39848.1	XP_013276951.1	SESB-LIKE
XP_018692718.1	XP_013276951.1	SESB-LIKE
CZR48023.1	XP_013276951.1	SESB-LIKE
CZR48309.1	XP_013276951.1	SESB-LIKE
EXL39790.1	XP_011328067.1	SESB-LIKE
EWZ86265.1	XP_013276951.1	SESB-LIKE
CZR48374.1	XP_013276951.1	SESB-LIKE
XP_024734629.1	XP_013276951.1	SESB-LIKE
EXL39789.1	XP_013276951.1	SESB-LIKE
XP_018692533.1	XP_013276951.1	SESB-LIKE
XP_018144662.1	OAQ78445.1	SESB-LIKE
EXL39662.1	PGH27938.1	SESB-LIKE
XP_018145783.1	XP_013276951.1	SESB-LIKE
XP_018140718.1	XP_013276951.1	SESB-LIKE
EWZ94205.1	XP_013276951.1	SESB-LIKE
EXL39973.1	XP_013276951.1	SESB-LIKE
EWZ86264.1	XP_013276951.1	SESB-LIKE
EXL40049.1	EXL40049.1	SESB-LIKE
EFW17799.1	XP_013276951.1	SESB-LIKE
EFW13720.1	RBQ88943.1	SESB-LIKE
XP_018696121.1	XP_013276951.1	SESB-LIKE
XP_024735290.1	XP_013276951.1	SESB-LIKE
EFQ90125.1	XP_013276951.1	SESB-LIKE
EFQ88873.1	XP_013276951.1	SESB-LIKE
CCA73528.1	PVF91601.1	SESB-LIKE
EER44929.1	XP_013276951.1	SESB-LIKE
XP_024671628.1	XP_013276951.1	SESB-LIKE
CZR46611.1	XP_013276951.1	SESB-LIKE
XP_024735272.1	XP_013276951.1	SESB-LIKE
EER42715.1	XP_013276951.1	SESB-LIKE
XP_018139094.1	XP_018139094.1	SESB-LIKE
EWZ85365.1	XP_007800049.1	SESB-LIKE
XP_018693669.1	XP_013276951.1	SESB-LIKE
XP_018139344.1	XP_018139344.1	SESB-LIKE
CZR47521.1	XP_013276951.1	SESB-LIKE
CCA74167.1	PVF91601.1	SESB-LIKE
XP_024735252.1	XP_024735252.1	SESB-LIKE
EFW19640.1	XP_013276951.1	SESB-LIKE
EEQ86183.2	XP_013276951.1	SESB-LIKE
XP_018146493.1	XP_013276951.1	SESB-LIKE
EXK84453.1	XP_013276951.1	SESB-LIKE
EXK83732.1	XP_013276951.1	SESB-LIKE
XP_024733249.1	XP_013276951.1	SESB-LIKE
XP_018152664.1	PVF91601.1	SESB-LIKE
EEH03499.1	XP_013276951.1	SESB-LIKE
EXK81987.1	KDQ56379.1	SESB-LIKE
XP_024733108.1	XP_013276951.1	SESB-LIKE
CZR51756.1	XP_013276951.1	SESB-LIKE
XP_018153949.1	XP_013276951.1	SESB-LIKE
EXK81753.1	XP_024741356.1	SESB-LIKE
EXK81073.1	EXK81073.1	SESB-LIKE
EXK81072.1	PYI09493.1	SESB-LIKE
XP_024680060.1	PGH27938.1	SESB-LIKE
XP_024680363.1	XP_013276951.1	SESB-LIKE
XP_018156345.1	XP_013276951.1	SESB-LIKE
XP_025576018.1	XP_013276951.1	SESB-LIKE
XP_024733048.1	XP_013276951.1	SESB-LIKE
XP_024680765.1	XP_013276951.1	SESB-LIKE
XP_024732973.1	XP_013276951.1	SESB-LIKE
EXK86173.1	XP_013276951.1	SESB-LIKE
CCA74484.1	XP_013276951.1	SESB-LIKE
EXK90359.1	XP_013276951.1	SESB-LIKE
CZR51489.1	CZR51489.1	SESB-LIKE
EWZ96383.1	XP_013276951.1	SESB-LIKE
EEH19981.2	XP_013276951.1	SESB-LIKE
EXL39109.1	XP_013276951.1	SESB-LIKE
EEH04816.1	XP_013276951.1	SESB-LIKE
CZR49323.1	XP_013276951.1	SESB-LIKE
XP_018150635.1	XP_013276951.1	SESB-LIKE
XP_018150645.1	XP_013276951.1	SESB-LIKE
CZR49524.1	XP_013276951.1	SESB-LIKE
XP_018150688.1	XP_013276951.1	SESB-LIKE
XP_018150689.1	XP_013276951.1	SESB-LIKE
EWZ96722.1	XP_013276951.1	SESB-LIKE
CZR49558.1	XP_013276951.1	SESB-LIKE
EWZ96830.1	XP_013276951.1	SESB-LIKE
CZR49588.1	XP_013276951.1	SESB-LIKE
EXL39028.1	XP_013276951.1	SESB-LIKE
CZR51417.1	XP_013276951.1	SESB-LIKE
XP_024733613.1	XP_013276951.1	SESB-LIKE
XP_024733542.1	KUL86888.1	SESB-LIKE
CCA74551.1	XP_013276951.1	SESB-LIKE
XP_018151589.1	XP_013276951.1	SESB-LIKE
EFW19642.1	XP_007751780.1	SESB-LIKE
CZR45903.1	XP_013276951.1	SESB-LIKE
CZR45737.1	XP_013276951.1	SESB-LIKE
XP_024739972.1	XP_013276951.1	SESB-LIKE
CZR37515.1	XP_013276951.1	SESB-LIKE
XP_024548640.1	XP_024741356.1	SESB-LIKE
XP_018706513.1	XP_018706513.1	SESB-LIKE
CCA73382.1	PVF91601.1	SESB-LIKE
XP_024548910.1	XP_013276951.1	SESB-LIKE
XP_018132375.1	XP_013276951.1	SESB-LIKE
XP_018132593.1	KFY97738.1	SESB-LIKE
CCX15416.1	XP_013276951.1	SESB-LIKE
EWZ77724.1	XP_013276951.1	SESB-LIKE
EXL45834.1	XP_013276951.1	SESB-LIKE
XP_018132793.1	XP_013276951.1	SESB-LIKE
EWZ77725.1	XP_011328067.1	SESB-LIKE
XP_018132983.1	XP_018132983.1	SESB-LIKE
EGD98476.1	XP_013276951.1	SESB-LIKE
EXL45833.1	XP_013276951.1	SESB-LIKE
EXL45104.1	EXK81073.1	SESB-LIKE
XP_025568738.1	XP_013276951.1	SESB-LIKE
XP_018133269.1	XP_013276951.1	SESB-LIKE
CZR32061.1	XP_024741356.1	SESB-LIKE
CCA73457.1	XP_013276951.1	SESB-LIKE
XP_018132253.1	XP_013276951.1	SESB-LIKE
CZR32053.1	XP_013276951.1	SESB-LIKE
EXL62175.1	PNP82941.1	SESB-LIKE
XP_018130751.1	XP_013276951.1	SESB-LIKE
XP_018131145.1	XP_013276951.1	SESB-LIKE
EWZ52501.1	XP_024741356.1	SESB-LIKE
XP_018131168.1	XP_013276951.1	SESB-LIKE
XP_018131232.1	KFY30536.1	SESB-LIKE
CVL12298.1	XP_013276951.1	SESB-LIKE
CVL12428.1	XP_013276951.1	SESB-LIKE
CVL12480.1	XP_013276951.1	SESB-LIKE
EGE01505.1	XP_013276951.1	SESB-LIKE
EXL55161.1	XP_013276951.1	SESB-LIKE
XP_024740506.1	XP_013276951.1	SESB-LIKE
EGD99467.1	XP_013276951.1	SESB-LIKE
EXL54715.1	XP_013276951.1	SESB-LIKE
XP_018131818.1	XP_013276951.1	SESB-LIKE
CVL12557.1	XP_013276951.1	SESB-LIKE
CVL13516.1	XP_013276951.1	SESB-LIKE
XP_024740438.1	XP_013276951.1	SESB-LIKE
XP_025567775.1	XP_013276951.1	SESB-LIKE
XP_018132233.1	XP_013276951.1	SESB-LIKE
CZR39119.1	OAA57931.1	SESB-LIKE
XP_024739651.1	XP_013276951.1	SESB-LIKE
XP_025580052.1	XP_013276951.1	SESB-LIKE
XP_024551423.1	XP_013276951.1	SESB-LIKE
XP_024737182.1	XP_013276951.1	SESB-LIKE
XP_018700903.1	XP_013276951.1	SESB-LIKE
XP_018700902.1	XP_013276951.1	SESB-LIKE
CZR44402.1	XP_013276951.1	SESB-LIKE
XP_018699230.1	XP_018699230.1	SESB-LIKE
EWZ79518.1	XP_013276951.1	SESB-LIKE
EGC45389.1	XP_013276951.1	SESB-LIKE
EWZ81816.1	EXM19187.1	SESB-LIKE
EWZ83101.1	XP_013276951.1	SESB-LIKE
EGC40848.1	XP_013276951.1	SESB-LIKE
EFW23012.1	XP_013276951.1	SESB-LIKE
XP_018136732.1	OBT57821.1	SESB-LIKE
CDP26075.1	KXJ85652.1	SESB-LIKE
CCX15441.1	XP_013276951.1	SESB-LIKE
CZR45115.1	XP_016644694.1	SESB-LIKE
EFW20428.1	XP_013276951.1	SESB-LIKE
XP_018696228.1	XP_013276951.1	SESB-LIKE
XP_025538894.1	XP_013276951.1	SESB-LIKE
EGD95421.1	XP_013276951.1	SESB-LIKE
EXL42048.1	XP_013276951.1	SESB-LIKE
XP_018135422.1	KFX90997.1	SESB-LIKE
EXL42896.1	XP_013276951.1	SESB-LIKE
CZR39734.1	PNP82941.1	SESB-LIKE
XP_024549511.1	XP_013276951.1	SESB-LIKE
XP_024739165.1	XP_013276951.1	SESB-LIKE
XP_025579746.1	XP_025579746.1	SESB-LIKE
CCA73527.1	CCA73527.1	SESB-LIKE
EXL45103.1	EXL45103.1	SESB-LIKE
CZR42849.1	EXM19187.1	SESB-LIKE
CZR43810.1	XP_013276951.1	SESB-LIKE
EWZ78435.1	EXL40049.1	SESB-LIKE
XP_025533987.1	XP_013276951.1	SESB-LIKE
EXL45102.1	PYI09493.1	SESB-LIKE
EXL45101.1	XP_013276951.1	SESB-LIKE
XP_025531072.1	XP_013276951.1	SESB-LIKE
EGD97898.1	XP_003016331.1	SESB-LIKE
EXL45100.1	XP_013276951.1	SESB-LIKE
EGD96693.1	XP_013276951.1	SESB-LIKE
XP_018134499.1	XP_013276951.1	SESB-LIKE
CCA75468.1	XP_013276951.1	SESB-LIKE
EXL44268.1	EXM19187.1	SESB-LIKE
CZR43856.1	XP_013276951.1	SESB-LIKE
XP_024737656.1	XP_013276951.1	SESB-LIKE
EXL62176.1	EWZ44850.1	SESB-LIKE
EXK80449.1	XP_013276951.1	SESB-LIKE
XP_018689544.1	XP_018689544.1	SESB-LIKE
CZR69730.1	XP_013276951.1	SESB-LIKE
XP_025573720.1	XP_013276951.1	SESB-LIKE
EXA53652.1	XP_013276951.1	SESB-LIKE
XP_024722848.1	KFX90997.1	SESB-LIKE
XP_024719557.1	XP_013276951.1	SESB-LIKE
XP_024718933.1	XP_024718933.1	SESB-LIKE
CCA74951.1	XP_013276951.1	SESB-LIKE
EXA50118.1	EWZ44850.1	SESB-LIKE
CZT44318.1	XP_013276951.1	SESB-LIKE
CCA75073.1	XP_013276951.1	SESB-LIKE
CCA75353.1	CCA75353.1	SESB-LIKE
CCX32199.1	CCX32199.1	SESB-LIKE
EXA50117.1	PNP82941.1	SESB-LIKE
EXA48836.1	XP_013276951.1	SESB-LIKE
XP_018258242.1	XP_013276951.1	SESB-LIKE
XP_018665001.2	XP_013276951.1	SESB-LIKE
EXA30664.1	XP_013276951.1	SESB-LIKE
XP_024718547.1	XP_013276951.1	SESB-LIKE
XP_024718149.1	XP_013276951.1	SESB-LIKE
CZT44477.1	XP_013276951.1	SESB-LIKE
EXA30763.1	XP_013276951.1	SESB-LIKE
XP_024726186.1	XP_013276951.1	SESB-LIKE
EXF73898.1	XP_013276951.1	SESB-LIKE
CDM28873.1	XP_013276951.1	SESB-LIKE
DAA73454.1	XP_013276951.1	SESB-LIKE
CZR69344.1	XP_013276951.1	SESB-LIKE
CZT49629.1	XP_013276951.1	SESB-LIKE
CZR69357.1	XP_018139344.1	SESB-LIKE
XP_024726705.1	XP_013276951.1	SESB-LIKE
CCA74840.1	XP_013276951.1	SESB-LIKE
CZR69575.1	XP_013276951.1	SESB-LIKE
EXF76193.1	XP_013276951.1	SESB-LIKE
CZT48565.1	XP_013276951.1	SESB-LIKE
XP_018255047.1	XP_013276951.1	SESB-LIKE
XP_018255048.1	XP_013276951.1	SESB-LIKE
CZT46735.1	XP_013276951.1	SESB-LIKE
XP_018255050.1	XP_013276951.1	SESB-LIKE
CZR69613.1	XP_013276951.1	SESB-LIKE
EXF76156.1	XP_013276951.1	SESB-LIKE
CZR69721.1	XP_013276951.1	SESB-LIKE
XP_024696967.1	XP_013276951.1	SESB-LIKE
EXF74913.1	XP_013276951.1	SESB-LIKE
CZR69726.1	XP_013276951.1	SESB-LIKE
EXF79471.1	XP_013276951.1	SESB-LIKE
EXA46352.1	XP_013276951.1	SESB-LIKE
XP_024716615.1	XP_013276951.1	SESB-LIKE
CZS94081.1	XP_013276951.1	SESB-LIKE
CZS95227.1	XP_013276951.1	SESB-LIKE
CZT08659.1	XP_013276951.1	SESB-LIKE
CZT00566.1	XP_013276951.1	SESB-LIKE
EXA34764.1	KDQ56379.1	SESB-LIKE
EXA34763.1	XP_013276951.1	SESB-LIKE
XP_018383093.1	XP_023454857.1	SESB-LIKE
CZT06939.1	XP_013276951.1	SESB-LIKE
XP_024705005.1	PGH27938.1	SESB-LIKE
CZT04806.1	XP_013276951.1	SESB-LIKE
CCA75354.1	XP_013276951.1	SESB-LIKE
CZT03944.1	XP_013276951.1	SESB-LIKE
XP_018387481.1	XP_013276951.1	SESB-LIKE
CZT01681.1	XP_013276951.1	SESB-LIKE
EXA31288.1	XP_013276951.1	SESB-LIKE
EXA31563.1	XP_013276951.1	SESB-LIKE
CZT02915.1	XP_013276951.1	SESB-LIKE
CCX33417.1	XP_013276951.1	SESB-LIKE
XP_024701783.1	XP_024701783.1	SESB-LIKE
CZS91660.1	XP_013276951.1	SESB-LIKE
CCX33329.1	CCX33329.1	SESB-LIKE
XP_025569709.1	XP_013276951.1	SESB-LIKE
EXA35813.1	EXA35813.1	SESB-LIKE
CZT42514.1	XP_013276951.1	SESB-LIKE
CZR69786.1	XP_013276951.1	SESB-LIKE
EXA41587.1	EXM19187.1	SESB-LIKE
EXA39669.1	XP_013276951.1	SESB-LIKE
XP_024711034.1	XP_013276951.1	SESB-LIKE
XP_018661766.1	XP_013276951.1	SESB-LIKE
XP_018660543.1	XP_013276951.1	SESB-LIKE
EXA30764.1	XP_011328067.1	SESB-LIKE
EXA37748.1	XP_013276951.1	SESB-LIKE
CZT11979.1	XP_013276951.1	SESB-LIKE
EXA37410.1	XP_013276951.1	SESB-LIKE
CZT10860.1	XP_013276951.1	SESB-LIKE
EXA37304.1	XP_013276951.1	SESB-LIKE
CZT09569.1	XP_013276951.1	SESB-LIKE
EXA36207.1	XP_013276951.1	SESB-LIKE
CZS88147.1	XP_013276951.1	SESB-LIKE
XP_018380495.1	XP_013276951.1	SESB-LIKE
EXA36206.1	XP_013276951.1	SESB-LIKE
XP_024708158.1	XP_013276951.1	SESB-LIKE
CZS91529.1	XP_013276951.1	SESB-LIKE
CCA74747.1	XP_013276951.1	SESB-LIKE
DAA73946.1	XP_013276951.1	SESB-LIKE
XP_025535517.1	XP_013276951.1	SESB-LIKE
XP_018178802.1	XP_013276951.1	SESB-LIKE
EXK77497.1	XP_013276951.1	SESB-LIKE
XP_025538185.1	XP_013276951.1	SESB-LIKE
CZR57787.1	XP_013276951.1	SESB-LIKE
CZR58287.1	XP_013276951.1	SESB-LIKE
XP_018182538.1	OAQ78445.1	SESB-LIKE
XP_018182635.1	XP_013276951.1	SESB-LIKE
XP_024730816.1	XP_013276951.1	SESB-LIKE
EXK76722.1	XP_013276951.1	SESB-LIKE
CZR58301.1	XP_013276951.1	SESB-LIKE
CZR59002.1	XP_013276951.1	SESB-LIKE
XP_024730320.1	XP_013276951.1	SESB-LIKE
EXK38360.1	XP_013276951.1	SESB-LIKE
XP_018234838.1	PNP82941.1	SESB-LIKE
EDP52601.1	XP_013276951.1	SESB-LIKE
XP_018234839.1	EWZ44850.1	SESB-LIKE
XP_024729767.1	XP_013276951.1	SESB-LIKE
EXK34949.1	XP_013276951.1	SESB-LIKE
CZR60232.1	XP_013276951.1	SESB-LIKE
EDP52992.1	XP_013276951.1	SESB-LIKE
CZR60693.1	XP_013276951.1	SESB-LIKE
XP_018177782.1	XP_018177782.1	SESB-LIKE
EXK77979.1	XP_013276951.1	SESB-LIKE
CZR52913.1	CZR52913.1	SESB-LIKE
XP_018164525.1	PNP82941.1	SESB-LIKE
XP_024732127.1	XP_013276951.1	SESB-LIKE
EXK79410.1	XP_013276951.1	SESB-LIKE
EXK79408.1	XP_013276951.1	SESB-LIKE
CZR53779.1	XP_013276951.1	SESB-LIKE
XP_018689183.1	XP_013276951.1	SESB-LIKE
CZR55575.1	XP_013276951.1	SESB-LIKE
CZR55791.1	CZR55791.1	SESB-LIKE
CZR56120.1	XP_013276951.1	SESB-LIKE
CZR56280.1	XP_013276951.1	SESB-LIKE
XP_024731224.1	XP_013276951.1	SESB-LIKE
EXK78706.1	KFX90997.1	SESB-LIKE
EXK78375.1	EXK78375.1	SESB-LIKE
XP_018689074.1	XP_013276951.1	SESB-LIKE
CZR56660.1	XP_013276951.1	SESB-LIKE
XP_018174679.1	XP_013276951.1	SESB-LIKE
EXK78230.1	XP_013276951.1	SESB-LIKE
EXK78228.1	XP_013276951.1	SESB-LIKE
CZR56666.1	XP_013276951.1	SESB-LIKE
EXK33487.1	EXM19187.1	SESB-LIKE
EXA30507.1	XP_013276951.1	SESB-LIKE
EXK30238.1	XP_013276951.1	SESB-LIKE
XP_018249623.1	XP_013276951.1	SESB-LIKE
DAA78513.1	XP_003016331.1	SESB-LIKE
EXK24065.1	XP_013276951.1	SESB-LIKE
EXK23881.1	XP_013276951.1	SESB-LIKE
CZR65418.1	XP_013276951.1	SESB-LIKE
DAA75280.1	XP_013276951.1	SESB-LIKE
XP_018251491.1	XP_013276951.1	SESB-LIKE
EXF86232.1	XP_013276951.1	SESB-LIKE
CZR66003.1	XP_013276951.1	SESB-LIKE
XP_024692967.1	XP_013276951.1	SESB-LIKE
EXF86127.1	XP_013276951.1	SESB-LIKE
EXF85060.1	XP_013276951.1	SESB-LIKE
XP_024727715.1	XP_013276951.1	SESB-LIKE
CZR66344.1	XP_013276951.1	SESB-LIKE
CZR66534.1	XP_013276951.1	SESB-LIKE
CZR67446.1	XP_013276951.1	SESB-LIKE
XP_018253132.1	XP_013276951.1	SESB-LIKE
XP_018253240.1	XP_013276951.1	SESB-LIKE
CZR67706.1	XP_013276951.1	SESB-LIKE
CCA74635.1	XP_013276951.1	SESB-LIKE
XP_024728113.1	XP_013276951.1	SESB-LIKE
CZR65067.1	XP_023454857.1	SESB-LIKE
XP_018247052.1	XP_013276951.1	SESB-LIKE
EXK29342.1	XP_013276951.1	SESB-LIKE
CZR61910.1	CZR61910.1	SESB-LIKE
CDM32510.1	KUL87058.1	SESB-LIKE
EXK26984.1	XP_011328067.1	SESB-LIKE
EXK26983.1	XP_013276951.1	SESB-LIKE
CZR62148.1	XP_013276951.1	SESB-LIKE
XP_024689138.1	XP_013276951.1	SESB-LIKE
CZR62554.1	XP_013276951.1	SESB-LIKE
XP_024729289.1	XP_013276951.1	SESB-LIKE
XP_018162857.1	PGH27938.1	SESB-LIKE
EXK26009.1	XP_013276951.1	SESB-LIKE
CCA74555.1	XP_013276951.1	SESB-LIKE
EXK24731.1	XP_013276951.1	SESB-LIKE
CZR62799.1	XP_013276951.1	SESB-LIKE
XP_024729125.1	XP_013276951.1	SESB-LIKE
XP_024729085.1	XP_013276951.1	SESB-LIKE
EDP48063.1	XP_013276951.1	SESB-LIKE
CZR63069.1	XP_013276951.1	SESB-LIKE
CZR63155.1	CZR63155.1	SESB-LIKE
CZR63528.1	XP_013276951.1	SESB-LIKE
EXK25983.1	XP_013276951.1	SESB-LIKE
ATY63318.1	XP_023454857.1	SESB-LIKE
XP_018130063.1	XP_013276951.1	SESB-LIKE
CCX13199.1	KKP02575.1	SESB-LIKE
AUW30756.1	XP_013276951.1	SESB-LIKE
AUW30786.1	AUW30786.1	SESB-LIKE
CVK84513.1	XP_024741356.1	SESB-LIKE
CAK37376.1	OJJ74235.1	SESB-LIKE
CVK84517.1	XP_013276951.1	SESB-LIKE
EXV05181.1	XP_013276951.1	SESB-LIKE
CAK37434.1	XP_013276951.1	SESB-LIKE
XP_024767810.1	XP_013276951.1	SESB-LIKE
XP_024325980.1	ELR06465.1	SESB-LIKE
CAK38520.1	XP_013276951.1	SESB-LIKE
EWY87705.1	EXM19187.1	SESB-LIKE
CVK85068.1	XP_024741356.1	SESB-LIKE
EXV03263.1	KXJ85652.1	SESB-LIKE
CVK85070.1	XP_013276951.1	SESB-LIKE
XP_024326774.1	PGH27938.1	SESB-LIKE
EXU99423.1	XP_007823713.2	SESB-LIKE
EXU98845.1	XP_013276951.1	SESB-LIKE
EGU85957.1	EGU80426.1	SESB-LIKE
