SJL16168.1	SJL16168.1
KIM76096.1	RDB17108.1
KIM76096.1	RDB19748.1
KIM76096.1	KDR84334.1
KIM76096.1	KDR84278.1
KIM76096.1	KDR84379.1
KIM76096.1	KII95146.1
KIM76096.1	KIJ98539.1
KIM76096.1	PPQ74323.1
KIM76473.1	KIM76473.1
KIM76473.1	KIM88436.1
KIM76826.1	KIM76826.1
KIM77302.1	KIM77302.1
KIM77493.1	KIM77493.1
KIM77517.1	KIM77517.1
KIM77517.1	PPQ78695.1
KIM77517.1	KDQ20246.1
KIM78241.1	KIM78241.1
KIM78241.1	KIM88269.1
KIM78241.1	KIM88079.1
KIM78241.1	KIM81976.1
KIM78241.1	KIM86582.1
KIM78241.1	KIM80243.1
KIM78241.1	KIM89525.1
KIM78241.1	KIM80952.1
KIM78241.1	KIM88218.1
KIM78249.1	KIM78249.1
KIM78249.1	KIM73999.1
KIM78327.1	KIM78327.1
KIM78579.1	KIM78579.1
KIM78697.1	KIM78697.1
KIM79211.1	KIM79211.1
KIM79211.1	KIM75554.1
KIM79211.1	KIM85063.1
KIM79211.1	KIM86900.1
KIM79211.1	KIM87374.1
KIM79211.1	KIM90604.1
KIM79211.1	CCO31702.1
KIM79211.1	CCO35737.1
KIM79211.1	CUA67975.1
KIM79211.1	CUA67979.1
KIM79211.1	EUC55957.1
KIM79211.1	CUA73260.1
KIM79211.1	CUA74489.1
KIM79211.1	CUA74490.1
KIM79211.1	CUA67974.1
KIM79211.1	CUA75454.1
KIM79211.1	KEP47704.1
KIM79211.1	EUC60433.1
KIM79211.1	CUA77198.1
KIM79211.1	CUA77672.1
KIM79211.1	EGN94359.1
KIM79211.1	EJD36543.1
KIM79211.1	EJU05444.1
KIM79211.1	EJT99458.1
KIM79211.1	ESK87631.1
KIM79211.1	KTB44524.1
KIM79211.1	EUC60537.1
KIM79211.1	KEP45621.1
KIM79211.1	EUC60547.1
KIM79211.1	KEP47191.1
KIM79211.1	KDN33687.1
KIM79211.1	KDN33901.1
KIM79211.1	KDN46741.1
KIM79211.1	CUA67970.1
KIM79211.1	EUC59876.1
KIM79211.1	CUA70749.1
KIM79211.1	CUA70808.1
KIM79211.1	CUA78309.1
KIM79211.1	EUC53510.1
KIM79211.1	EUC58936.1
KIM79211.1	EUC60418.1
KIM79211.1	EUC60431.1
KIM79211.1	EUC60872.1
KIM79211.1	KEP45153.1
KIM79211.1	KEP45339.1
KIM79211.1	KEP45421.1
KIM79211.1	KEP45725.1
KIM79211.1	KEP45798.1
KIM79211.1	KEP45892.1
KIM79211.1	KEP46357.1
KIM79211.1	KEP46590.1
KIM79211.1	KEP46840.1
KIM79211.1	KEP46872.1
KIM79211.1	KEP47127.1
KIM79211.1	KEP47450.1
KIM79211.1	KEP48237.1
KIM79211.1	KEP48238.1
KIM79211.1	KEP52165.1
KIM79211.1	KEP45489.1
KIM79211.1	KDQ07880.1
KIM79211.1	KDQ09274.1
KIM79211.1	KDQ09285.1
KIM79211.1	KDQ11002.1
KIM79211.1	KDQ12392.1
KIM79211.1	KDQ13613.1
KIM79211.1	KDQ18542.1
KIM79211.1	KDQ19610.1
KIM79211.1	KDQ21170.1
KIM79211.1	KDQ08608.1
KIM79211.1	KDQ08609.1
KIM79211.1	KDQ11780.1
KIM79211.1	KDQ07895.1
KIM79211.1	KDQ08412.1
KIM79211.1	KDQ08414.1
KIM79211.1	KDQ09111.1
KIM79211.1	KDQ07232.1
KIM79211.1	KDQ10764.1
KIM79211.1	KDQ10776.1
KIM79211.1	KDQ10779.1
KIM79211.1	KDQ13224.1
KIM79211.1	KDQ13532.1
KIM79211.1	KDQ16476.1
KIM79211.1	KDQ11389.1
KIM79211.1	KDQ13220.1
KIM79211.1	KDQ13880.1
KIM79211.1	KDQ16459.1
KIM79211.1	KDQ19572.1
KIM79211.1	KIJ49068.1
KIM79211.1	KZS88516.1
KIM79211.1	KZT31837.1
KIM79211.1	KZT34382.1
KIM79211.1	KZS88480.1
KIM79211.1	KZT38410.1
KIM79211.1	KZT40432.1
KIM79211.1	KZT41000.1
KIM79211.1	KZS95528.1
KIM79211.1	XP_007379723.1
KIM79211.1	XP_007379725.1
KIM79211.1	KDQ09525.1
KIM79211.1	KDQ11677.1
KIM79211.1	KDQ13025.1
KIM79211.1	KDQ13032.1
KIM79211.1	KDQ13036.1
KIM79211.1	KDQ15294.1
KIM79211.1	KDQ15499.1
KIM79211.1	KDQ17107.1
KIM79211.1	KDQ18935.1
KIM79211.1	KDQ54636.1
KIM79211.1	KDQ54660.1
KIM79211.1	KDQ54630.1
KIM79211.1	KDQ54654.1
KIM79211.1	KZV76871.1
KIM79211.1	KZV76882.1
KIM79211.1	KDR65874.1
KIM79211.1	KDR74367.1
KIM79211.1	KII92446.1
KIM79211.1	KIJ08055.1
KIM79211.1	KIJ12148.1
KIM79211.1	KIJ08056.1
KIM79211.1	KIJ23000.1
KIM79211.1	KIJ39234.1
KIM79211.1	KIJ42993.1
KIM79211.1	KIJ42937.1
KIM79211.1	KIJ44766.1
KIM79211.1	KIJ26367.1
KIM79211.1	KIJ44835.1
KIM79211.1	KIJ49051.1
KIM79211.1	KIJ33893.1
KIM79211.1	KIJ33913.1
KIM79211.1	KIJ33960.1
KIM79211.1	KIJ42157.1
KIM79211.1	KIJ42176.1
KIM79211.1	KIJ49058.1
KIM79211.1	KIJ52844.1
KIM79211.1	KIJ52870.1
KIM79211.1	KIJ50186.1
KIM79211.1	KIJ52142.1
KIM79211.1	KIJ47585.1
KIM79211.1	KIJ52177.1
KIM79211.1	KIJ42050.1
KIM79211.1	KIJ52909.1
KIM79211.1	KIJ28727.1
KIM79211.1	KIJ41765.1
KIM79211.1	KIJ58802.1
KIM79211.1	KIJ58358.1
KIM79211.1	KIJ58688.1
KIM79211.1	KIJ58793.1
KIM79211.1	KIJ58845.1
KIM79211.1	KIJ59752.1
KIM79211.1	KIJ60985.1
KIM79211.1	KIJ62410.1
KIM79211.1	KIJ65625.1
KIM79211.1	KIJ90658.1
KIM79211.1	KIJ97343.1
KIM79211.1	KIK01246.1
KIM79211.1	KIK02236.1
KIM79211.1	XP_001882218.1
KIM79211.1	XP_001879862.1
KIM79211.1	KIK15756.1
KIM79211.1	KIK21039.1
KIM79211.1	KIN97417.1
KIM79211.1	KIO00192.1
KIM79211.1	KIK32409.1
KIM79211.1	KIK36178.1
KIM79211.1	KIK34926.1
KIM79211.1	KIK35362.1
KIM79211.1	KIK37825.1
KIM79211.1	KIK13704.1
KIM79211.1	KIK38133.1
KIM79211.1	KIK36638.1
KIM79211.1	KIK32142.1
KIM79211.1	KIK32150.1
KIM79211.1	KIK32429.1
KIM79211.1	KIK33125.1
KIM79211.1	KIK33175.1
KIM79211.1	KIK33349.1
KIM79211.1	KIK36383.1
KIM79211.1	KIK37338.1
KIM79211.1	KIK38627.1
KIM79211.1	KIK45029.1
KIM79211.1	OAX33486.1
KIM79211.1	KIK41823.1
KIM79211.1	KIK39900.1
KIM79211.1	KIK48611.1
KIM79211.1	KIK40643.1
KIM79211.1	KIK42083.1
KIM79211.1	KIK32138.1
KIM79211.1	KIK43118.1
KIM79211.1	KIK34106.1
KIM79211.1	KIK44915.1
KIM79211.1	KIK33197.1
KIM79211.1	KIK33456.1
KIM79211.1	KIK35315.1
KIM79211.1	KIK60577.1
KIM79211.1	KIK62106.1
KIM79211.1	KIK62100.1
KIM79211.1	KIK81100.1
KIM79211.1	KIL54678.1
KIM79211.1	KIJ50176.1
KIM79211.1	KIL57443.1
KIM79211.1	KIL55933.1
KIM79211.1	KIL57180.1
KIM79211.1	KIL60188.1
KIM79211.1	KIL54985.1
KIM79211.1	KIL55748.1
KIM79211.1	KIL61785.1
KIM79211.1	KIM53903.1
KIM79211.1	KIM57787.1
KIM79211.1	KIM60031.1
KIM79211.1	KIM51381.1
KIM79211.1	KIM56155.1
KIM79211.1	KIM56435.1
KIM79211.1	KIM60040.1
KIM79211.1	KIM56149.1
KIM79211.1	KIK23348.1
KIM79211.1	XP_007368678.1
KIM79211.1	XP_007369164.1
KIM79211.1	XP_007368693.1
KIM79211.1	XP_007362786.1
KIM79211.1	XP_007362797.1
KIM79211.1	XP_007370065.1
KIM79211.1	KIM61217.1
KIM79211.1	KIM63303.1
KIM79211.1	KIM64813.1
KIM79211.1	KIM68526.1
KIM79211.1	KIK33561.1
KIM79211.1	KIM51163.1
KIM79211.1	KIM56284.1
KIM79211.1	KIM59868.1
KIM79211.1	KIM68369.1
KIM79211.1	KIM72294.1
KIM79211.1	PSR83714.1
KIM79211.1	PSR97287.1
KIM79211.1	KIM74255.1
KIM79211.1	KIM74793.1
KIM79211.1	KIM73665.1
KIM79211.1	KIM75688.1
KIM79211.1	KDQ54665.1
KIM79211.1	KIM76147.1
KIM79211.1	KIM78135.1
KIM79211.1	KIM79256.1
KIM79211.1	KIM80170.1
KIM79211.1	KIM81416.1
KIM79211.1	KIM82886.1
KIM79211.1	KIM82890.1
KIM79211.1	KIM84726.1
KIM79211.1	KIM86252.1
KIM79211.1	KIM86959.1
KIM79211.1	KIM90572.1
KIM79211.1	KIM88434.1
KIM79211.1	KIM79828.1
KIM79211.1	KIM89362.1
KIM79211.1	KIM89589.1
KIM79211.1	KIM89850.1
KIM79211.1	KIM89872.1
KIM79211.1	KIM85014.1
KIM79211.1	KIM88194.1
KIM79211.1	KIM86175.1
KIM79211.1	KIN93800.1
KIM79211.1	KIO04620.1
KIM79211.1	KIN94406.1
KIM79211.1	KIN92861.1
KIM79211.1	KIN93933.1
KIM79211.1	KIN98733.1
KIM79211.1	KIN98744.1
KIM79211.1	KIO00839.1
KIM79211.1	KIO01892.1
KIM79211.1	KIO04629.1
KIM79211.1	KIO05432.1
KIM79211.1	KIN95225.1
KIM79211.1	KIN99360.1
KIM79211.1	KIO00095.1
KIM79211.1	KIN95570.1
KIM79211.1	KIO00023.1
KIM79211.1	KIO00597.1
KIM79211.1	KIO03885.1
KIM79211.1	KIO04624.1
KIM79211.1	KIO05512.1
KIM79211.1	KIO05788.1
KIM79211.1	KIO06363.1
KIM79211.1	KIO10658.1
KIM79211.1	KIK11277.1
KIM79211.1	KIK12218.1
KIM79211.1	KIK12665.1
KIM79211.1	KIK13293.1
KIM79211.1	KIK15081.1
KIM79211.1	KIK17764.1
KIM79211.1	KIK19253.1
KIM79211.1	KIK19725.1
KIM79211.1	KIK19762.1
KIM79211.1	KIK19776.1
KIM79211.1	KIK23227.1
KIM79211.1	KIK24088.1
KIM79211.1	KIK24294.1
KIM79211.1	KIK26405.1
KIM79211.1	KIK27129.1
KIM79211.1	KIM50530.1
KIM79211.1	KIM50554.1
KIM79211.1	KIM52206.1
KIM79211.1	KIM52971.1
KIM79211.1	KIM53042.1
KIM79211.1	KIM54282.1
KIM79211.1	KIM54290.1
KIM79211.1	KIM54656.1
KIM79211.1	KIM56374.1
KIM79211.1	KIM56811.1
KIM79211.1	KIM56977.1
KIM79211.1	KIM58619.1
KIM79211.1	KIM58626.1
KIM79211.1	KIM58945.1
KIM79211.1	KIM63068.1
KIM79211.1	KIM63423.1
KIM79211.1	KIM63429.1
KIM79211.1	KIM63729.1
KIM79211.1	KIM66068.1
KIM79211.1	KIM66626.1
KIM79211.1	KIN93504.1
KIM79211.1	KIN94536.1
KIM79211.1	KIN94723.1
KIM79211.1	KIN96301.1
KIM79211.1	KIN96776.1
KIM79211.1	KIN96881.1
KIM79211.1	KIN97457.1
KIM79211.1	KIN97805.1
KIM79211.1	KIN98191.1
KIM79211.1	KIN99097.1
KIM79211.1	KIN99115.1
KIM79211.1	KIN99576.1
KIM79211.1	KIO01502.1
KIM79211.1	KIO01533.1
KIM79211.1	KIO01540.1
KIM79211.1	KIO07639.1
KIM79211.1	KIO07684.1
KIM79211.1	KIO07708.1
KIM79211.1	KIO10747.1
KIM79211.1	KIO10995.1
KIM79211.1	KIK20401.1
KIM79211.1	KIK21022.1
KIM79211.1	KIK24638.1
KIM79211.1	KIK13811.1
KIM79211.1	KIK14898.1
KIM79211.1	KIK15143.1
KIM79211.1	KIK26846.1
KIM79211.1	KIK26867.1
KIM79211.1	KIK26754.1
KIM79211.1	KIM50797.1
KIM79211.1	KIM52034.1
KIM79211.1	KIM54449.1
KIM79211.1	KIM56392.1
KIM79211.1	KIM58988.1
KIM79211.1	KIM52175.1
KIM79211.1	KIN95169.1
KIM79211.1	KIO05784.1
KIM79211.1	KIO05792.1
KIM79211.1	KIN96795.1
KIM79211.1	KIK11821.1
KIM79211.1	KIK14001.1
KIM79211.1	KIK15540.1
KIM79211.1	KIK17096.1
KIM79211.1	KIK17882.1
KIM79211.1	KIK17889.1
KIM79211.1	KIK18261.1
KIM79211.1	KIK19518.1
KIM79211.1	KIN95039.1
KIM79211.1	KIN96411.1
KIM79211.1	KIN98754.1
KIM79211.1	KIN98787.1
KIM79211.1	KIO00159.1
KIM79211.1	KIO00883.1
KIM79211.1	KIO10425.1
KIM79211.1	KIO00602.1
KIM79211.1	KIO04614.1
KIM79211.1	KIO05570.1
KIM79211.1	KIN96900.1
KIM79211.1	KIN97223.1
KIM79211.1	KIN99911.1
KIM79211.1	KIO07942.1
KIM79211.1	KIO07954.1
KIM79211.1	KTB37373.1
KIM79211.1	ESK89390.1
KIM79211.1	KTB44525.1
KIM79211.1	ESK87630.1
KIM79211.1	KXN90717.1
KIM79211.1	KXN81645.1
KIM79211.1	KXN87527.1
KIM79211.1	KXN90686.1
KIM79211.1	KZO92964.1
KIM79211.1	KZO92981.1
KIM79211.1	KZP03196.1
KIM79211.1	KZP04596.1
KIM79211.1	KZP05641.1
KIM79211.1	KZP17448.1
KIM79211.1	KZP09559.1
KIM79211.1	KZP11939.1
KIM79211.1	KZP14702.1
KIM79211.1	KZP15121.1
KIM79211.1	KZP16022.1
KIM79211.1	KZP10770.1
KIM79211.1	KZP10825.1
KIM79211.1	KZP15967.1
KIM79211.1	KZP15986.1
KIM79211.1	KZP16008.1
KIM79211.1	KZP16029.1
KIM79211.1	KZP22852.1
KIM79211.1	KZP24201.1
KIM79211.1	KZP24269.1
KIM79211.1	KZP24274.1
KIM79211.1	KZP24326.1
KIM79211.1	KZP18343.1
KIM79211.1	KZP22859.1
KIM79211.1	KZP16034.1
KIM79211.1	KZP16044.1
KIM79211.1	KZP15997.1
KIM79211.1	KZP24297.1
KIM79211.1	KZP24308.1
KIM79211.1	KZP28486.1
KIM79211.1	KZP29364.1
KIM79211.1	KZP17833.1
KIM79211.1	KZP17827.1
KIM79211.1	KZP17859.1
KIM79211.1	KZP10859.1
KIM79211.1	KZP04372.1
KIM79211.1	KZP17806.1
KIM79211.1	KZP17812.1
KIM79211.1	KZP29227.1
KIM79211.1	KZP31758.1
KIM79211.1	KZP17839.1
KIM79211.1	KZP10837.1
KIM79211.1	KZP10853.1
KIM79211.1	KZP17818.1
KIM79211.1	KZP17847.1
KIM79211.1	KZP17876.1
KIM79211.1	KZP18139.1
KIM79211.1	KZP18910.1
KIM79211.1	KZP19810.1
KIM79211.1	KZP20311.1
KIM79211.1	KZP20894.1
KIM79211.1	KZP21209.1
KIM79211.1	KZP03233.1
KIM79211.1	KZP23000.1
KIM79211.1	KZP15430.1
KIM79211.1	KZP22985.1
KIM79211.1	KZP23038.1
KIM79211.1	KZP23041.1
KIM79211.1	KZP23466.1
KIM79211.1	KZP27146.1
KIM79211.1	KZP06316.1
KIM79211.1	KZP27242.1
KIM79211.1	KZP11370.1
KIM79211.1	KZP03316.1
KIM79211.1	KZP05485.1
KIM79211.1	KZP05496.1
KIM79211.1	KZP06543.1
KIM79211.1	KZP06550.1
KIM79211.1	KZP09702.1
KIM79211.1	KZP09711.1
KIM79211.1	KZP11332.1
KIM79211.1	KZP11340.1
KIM79211.1	KZP11346.1
KIM79211.1	KZP11354.1
KIM79211.1	KZP11360.1
KIM79211.1	KZP11368.1
KIM79211.1	KZP11375.1
KIM79211.1	KZP11379.1
KIM79211.1	KZP11388.1
KIM79211.1	KZP11393.1
KIM79211.1	KZP15673.1
KIM79211.1	KZP15684.1
KIM79211.1	KZP15696.1
KIM79211.1	KZP15702.1
KIM79211.1	KZP15713.1
KIM79211.1	KZP15716.1
KIM79211.1	KZP22903.1
KIM79211.1	KZP23169.1
KIM79211.1	KZP23176.1
KIM79211.1	KZP23186.1
KIM79211.1	KZP23191.1
KIM79211.1	KZP23194.1
KIM79211.1	KZP23201.1
KIM79211.1	KZP23203.1
KIM79211.1	KZP23212.1
KIM79211.1	KZP26883.1
KIM79211.1	KZP26887.1
KIM79211.1	KZP26893.1
KIM79211.1	KZP27126.1
KIM79211.1	KZP27134.1
KIM79211.1	KZP27143.1
KIM79211.1	KZP27158.1
KIM79211.1	KZP27171.1
KIM79211.1	KZP27173.1
KIM79211.1	KZP27184.1
KIM79211.1	KZP27192.1
KIM79211.1	KZP27202.1
KIM79211.1	KZP27208.1
KIM79211.1	KZP27213.1
KIM79211.1	KZP27218.1
KIM79211.1	KZP27225.1
KIM79211.1	KZP27246.1
KIM79211.1	KZP31356.1
KIM79211.1	KZP27163.1
KIM79211.1	KZP30581.1
KIM79211.1	KZP30577.1
KIM79211.1	KZP24074.1
KIM79211.1	KZP04133.1
KIM79211.1	KZP17692.1
KIM79211.1	KZP24082.1
KIM79211.1	KZP24088.1
KIM79211.1	KZP24098.1
KIM79211.1	KZP29359.1
KIM79211.1	KZP29382.1
KIM79211.1	KZP32541.1
KIM79211.1	KZP34597.1
KIM79211.1	KZP34758.1
KIM79211.1	KZS87693.1
KIM79211.1	KZS87695.1
KIM79211.1	KZS87697.1
KIM79211.1	KZT35604.1
KIM79211.1	KZS88280.1
KIM79211.1	KZS88515.1
KIM79211.1	KZS88514.1
KIM79211.1	KZS88518.1
KIM79211.1	KZS89207.1
KIM79211.1	KZS89231.1
KIM79211.1	KZS91769.1
KIM79211.1	KZS95329.1
KIM79211.1	KZT20043.1
KIM79211.1	KZT25668.1
KIM79211.1	KZT33669.1
KIM79211.1	KZS89217.1
KIM79211.1	KZT34196.1
KIM79211.1	KZS91283.1
KIM79211.1	KZT34390.1
KIM79211.1	KZT34679.1
KIM79211.1	KZS88473.1
KIM79211.1	KZT35606.1
KIM79211.1	KZS87696.1
KIM79211.1	KZT39329.1
KIM79211.1	KZT40292.1
KIM79211.1	KZS91853.1
KIM79211.1	KZS91859.1
KIM79211.1	KZT31350.1
KIM79211.1	KZT40353.1
KIM79211.1	KZS86854.1
KIM79211.1	KZT41001.1
KIM79211.1	KZT42378.1
KIM79211.1	KZS96687.1
KIM79211.1	KZT50154.1
KIM79211.1	KZT50502.1
KIM79211.1	KZT50592.1
KIM79211.1	KZT50756.1
KIM79211.1	KZT51147.1
KIM79211.1	KZT54175.1
KIM79211.1	KZT54170.1
KIM79211.1	KZO93014.1
KIM79211.1	KZT54161.1
KIM79211.1	KZT54162.1
KIM79211.1	KZT54194.1
KIM79211.1	KZT55745.1
KIM79211.1	KZT54193.1
KIM79211.1	KZV70164.1
KIM79211.1	KZV71089.1
KIM79211.1	KZV71093.1
KIM79211.1	KZV84351.1
KIM79211.1	OAX32058.1
KIM79211.1	KIK41433.1
KIM79211.1	OAX33785.1
KIM79211.1	OAX35515.1
KIM79211.1	OAX39070.1
KIM79211.1	OAX40937.1
KIM79211.1	OAX41280.1
KIM79211.1	OCB85813.1
KIM79211.1	OCB85823.1
KIM79211.1	KZP17392.1
KIM79211.1	KZP04337.1
KIM79211.1	KZP17400.1
KIM79211.1	KZP17415.1
KIM79211.1	KZP17439.1
KIM79211.1	KZP17443.1
KIM79211.1	KZP21256.1
KIM79211.1	KZP21263.1
KIM79211.1	KZP21267.1
KIM79211.1	KZP21272.1
KIM79211.1	KZP30747.1
KIM79211.1	OCB85816.1
KIM79211.1	OCB87601.1
KIM79211.1	OCB90450.1
KIM79211.1	OCB91370.1
KIM79211.1	OCB91509.1
KIM79211.1	OCB85826.1
KIM79211.1	OCB87979.1
KIM79211.1	OCB87982.1
KIM79211.1	OCB88544.1
KIM79211.1	OCB89446.1
KIM79211.1	OCB90699.1
KIM79211.1	OCB90710.1
KIM79211.1	OCB91593.1
KIM79211.1	OCB91595.1
KIM79211.1	OJA08875.1
KIM79211.1	KIK42463.1
KIM79211.1	OJA09534.1
KIM79211.1	OAX35869.1
KIM79211.1	OJA14970.1
KIM79211.1	OJA16893.1
KIM79211.1	PAV15854.1
KIM79211.1	PAV18229.1
KIM79211.1	PAV18275.1
KIM79211.1	PAV14795.1
KIM79211.1	PAV18289.1
KIM79211.1	PAV18291.1
KIM79211.1	PAV18297.1
KIM79211.1	PAV18301.1
KIM79211.1	PAV18302.1
KIM79211.1	PAV18305.1
KIM79211.1	PAV18323.1
KIM79211.1	PAV18326.1
KIM79211.1	PAV18331.1
KIM79211.1	PAV21617.1
KIM79211.1	PBK81341.1
KIM79211.1	SJL11654.1
KIM79211.1	PBK81342.1
KIM79211.1	PBK82580.1
KIM79211.1	PBK87606.1
KIM79211.1	PBK88958.1
KIM79211.1	PBK89116.1
KIM79211.1	PFH46478.1
KIM79211.1	PFH51614.1
KIM79211.1	PPQ74828.1
KIM79211.1	PPR00796.1
KIM79211.1	PPR04540.1
KIM79211.1	PPQ90302.1
KIM79211.1	PPQ93483.1
KIM79211.1	PPR04541.1
KIM79211.1	PPQ72843.1
KIM79211.1	PSR70872.1
KIM79211.1	PSR75092.1
KIM79211.1	PSR79753.1
KIM79211.1	PSR73853.1
KIM79211.1	PSS32117.1
KIM79211.1	PSS03508.1
KIM79211.1	PVG01360.1
KIM79211.1	RDB17119.1
KIM79211.1	RDB19731.1
KIM79211.1	RDB20131.1
KIM79211.1	RDB19739.1
KIM79211.1	RDB17339.1
KIM79211.1	KIM77511.1
KIM79211.1	RDB23725.1
KIM79211.1	RDB23760.1
KIM79211.1	RDB23811.1
KIM79211.1	SJL00968.1
KIM79211.1	PBK66550.1
KIM79211.1	PBK88460.1
KIM79211.1	PBK98101.1
KIM79211.1	PBK98107.1
KIM79211.1	PBK98114.1
KIM79211.1	PBK98124.1
KIM79211.1	PBK98147.1
KIM79211.1	PBK98163.1
KIM79211.1	PBK98170.1
KIM79211.1	PBK98181.1
KIM79211.1	SJL14629.1
KIM79211.1	SJL14640.1
KIM79211.1	SJL14650.1
KIM79211.1	SJL17586.1
KIM79211.1	PBK66630.1
KIM79211.1	SJL00946.1
KIM79211.1	PBK66608.1
KIM79211.1	SJL00962.1
KIM79211.1	SJL14668.1
KIM79211.1	SJL09132.1
KIM79211.1	PBK89080.1
KIM79211.1	SJL09130.1
KIM79211.1	SJL09142.1
KIM79211.1	SJL09145.1
KIM79211.1	PBK59540.1
KIM79211.1	PBK66160.1
KIM79211.1	PBK66183.1
KIM79211.1	PBK84337.1
KIM79211.1	PBK89084.1
KIM79211.1	PBK89088.1
KIM79211.1	SJL09139.1
KIM79211.1	SJL09166.1
KIM79211.1	SJL11655.1
KIM79211.1	SJL11658.1
KIM79211.1	SJL16194.1
KIM79211.1	XP_007261882.1
KIM79211.1	XP_007261870.1
KIM79211.1	XP_007265020.1
KIM79211.1	XP_007264596.1
KIM79211.1	XP_007271304.1
KIM79211.1	XP_007271306.1
KIM79211.1	XP_007271320.1
KIM79211.1	XP_007271326.1
KIM79211.1	XP_007271329.1
KIM79211.1	XP_007269826.1
KIM79211.1	XP_007270141.1
KIM79211.1	XP_007270142.1
KIM79211.1	XP_007270047.1
KIM79211.1	PAV17990.1
KIM79211.1	XP_007303396.1
KIM79211.1	XP_007308808.1
KIM79211.1	XP_007308996.1
KIM79211.1	XP_007308932.1
KIM79211.1	XP_007310977.1
KIM79211.1	XP_007309889.1
KIM79211.1	KIK46579.1
KIM79211.1	XP_007310463.1
KIM79211.1	XP_007321019.1
KIM79211.1	XP_007323276.1
KIM79211.1	XP_007368677.1
KIM79211.1	XP_007379831.1
KIM79211.1	XP_007384572.1
KIM79211.1	XP_007384573.1
KIM79211.1	XP_007384578.1
KIM79211.1	XP_007385125.1
KIM79211.1	XP_007387097.1
KIM79211.1	XP_007387101.1
KIM79211.1	XP_007387107.1
KIM79211.1	XP_007387779.1
KIM79211.1	XP_007388572.1
KIM79211.1	XP_007866634.1
KIM79211.1	XP_007866643.1
KIM79211.1	XP_007867735.1
KIM79211.1	XP_009550708.1
KIM79211.1	XP_007388586.1
KIM79211.1	XP_009550653.1
KIM79211.1	XP_009550727.1
KIM79211.1	XP_009550713.1
KIM79211.1	XP_009550686.1
KIM79211.1	XP_009552288.1
KIM79211.1	KZT39327.1
KIM79211.1	XP_009550633.1
KIM79211.1	XP_009550689.1
KIM79211.1	XP_009550696.1
KIM79211.1	XP_012177860.1
KIM79211.1	XP_012179867.1
KIM79211.1	XP_012179868.1
KIM79211.1	KIK33501.1
KIM79211.1	XP_012184865.1
KIM79211.1	XP_012185025.1
KIM79211.1	XP_012184548.1
KIM79211.1	XP_012185393.1
KIM79211.1	XP_012185826.1
KIM79211.1	XP_012185948.1
KIM79211.1	XP_012180380.1
KIM79211.1	XP_012185397.1
KIM79211.1	XP_012185400.1
KIM79211.1	XP_024340579.1
KIM79211.1	CCA68929.1
KIM79211.1	CCA73665.1
KIM79211.1	CCA74394.1
KIM79211.1	PVF96199.1
KIM79211.1	CCA76815.1
KIM79211.1	CCA76483.1
KIM79211.1	KII90045.1
KIM79211.1	KIM22150.1
KIM79211.1	KIM23456.1
KIM79211.1	KIM24179.1
KIM79211.1	KIM26699.1
KIM79211.1	KIM26723.1
KIM79211.1	KIM26764.1
KIM79211.1	PVF91689.1
KIM79211.1	PVF91347.1
KIM79211.1	PVF91469.1
KIM79211.1	PVF91692.1
KIM79211.1	PVF92582.1
KIM79211.1	CCA73460.1
KIM79211.1	CCA73458.1
KIM79211.1	PVF91598.1
KIM79211.1	PVF90778.1
KIM79211.1	PVF91672.1
KIM79211.1	PVF91743.1
KIM79211.1	PVF91745.1
KIM79211.1	PVF91747.1
KIM79211.1	PVF91788.1
KIM79211.1	PVF91789.1
KIM79211.1	PVF94732.1
KIM79211.1	PVF96778.1
KIM79211.1	PVF96780.1
KIM79211.1	PVF96824.1
KIM79211.1	PVF96828.1
KIM79211.1	PVF96843.1
KIM79211.1	CCA70457.1
KIM79211.1	CCA70458.1
KIM79211.1	CCA70611.1
KIM79211.1	PVF91240.1
KIM79211.1	PVF91593.1
KIM79211.1	PVG02915.1
KIM79211.1	PVG04814.1
KIM79211.1	PVG04817.1
KIM79211.1	PVF92282.1
KIM79211.1	PVG00373.1
KIM79211.1	PVG02919.1
KIM79211.1	XP_007391150.1
KIM79211.1	XP_007392648.1
KIM79211.1	XP_007392629.1
KIM79211.1	XP_007392644.1
KIM79211.1	XP_007403069.1
KIM79211.1	CCA72103.1
KIM79211.1	CCA73230.1
KIM79211.1	CCA73419.1
KIM79211.1	CCA67379.1
KIM79211.1	CCA71732.1
KIM79211.1	CCA73413.1
KIM79211.1	CCA75212.1
KIM79211.1	CCA75730.1
KIM79211.1	CCA75849.1
KIM79211.1	CCA76716.1
KIM79211.1	CCA77309.1
KIM79211.1	CCA75485.1
KIM79211.1	CCA76243.1
KIM79211.1	CCA67540.1
KIM79211.1	CCA75488.1
KIM79211.1	CCA69814.1
KIM79211.1	CCA71603.1
KIM79211.1	CCA72692.1
KIM79211.1	CCA74792.1
KIM79211.1	CCA74987.1
KIM79211.1	CCA75040.1
KIM79211.1	CCA75138.1
KIM79211.1	CCA75476.1
KIM79211.1	CCA76207.1
KIM79211.1	CCA68766.1
KIM79211.1	CCA69466.1
KIM79211.1	CCA69788.1
KIM79211.1	CCA70259.1
KIM79211.1	CCA70337.1
KIM79211.1	CCA70372.1
KIM79211.1	CCA70376.1
KIM79211.1	CCA70377.1
KIM79211.1	CCA76542.1
KIM79211.1	CCA70408.1
KIM79211.1	CCA70722.1
