	cluster_no	mean_seq_len	median_seq_len	sum_residues	unk_sequences	cluster_size	has_unk	seq_ids	class	no_classes
5125	XP_003710517	802.0	802.0	802	0.0	1	False	['XP_003710517.1']	['Sordariomycetes']	1
5126	XP_003711012	422.0	422.0	844	0.0	2	False	['XP_003711012.1', 'ELQ44732.1']	['Sordariomycetes']	1
5127	XP_003711290	773.0	777.0	2320	0.0	3	False	['XP_003711290.1', 'XP_009219598.1', 'KLU82190.1']	['Sordariomycetes']	1
5128	XP_003712649	80.0	80.0	80	1.0	1	True	['XP_003712649.1']	['Sordariomycetes']	1
5129	XP_003714937	383.0	383.0	383	0.0	1	False	['XP_003714937.1']	['Sordariomycetes']	1
5130	XP_003716910	222.0	222.0	444	2.0	2	True	['XP_003716910.1', 'ELQ42196.1']	['Sordariomycetes']	1
5131	XP_003718065	211.0	211.0	211	0.0	1	False	['XP_003718065.1']	['Sordariomycetes']	1
5132	XP_003720097	94.0	94.0	94	1.0	1	True	['XP_003720097.1']	['Sordariomycetes']	1
5133	XP_003721297	59.0	59.0	59	1.0	1	True	['XP_003721297.1']	['Sordariomycetes']	1
5134	XP_003835509	66.0	66.0	66	1.0	1	True	['XP_003835509.1']	['Dothideomycetes']	1
5135	XP_003837320	66.0	66.0	66	1.0	1	True	['XP_003837320.1']	['Dothideomycetes']	1
5136	XP_003839705	267.0	267.0	267	1.0	1	True	['XP_003839705.1']	['Dothideomycetes']	1
5137	XP_003839865	43.0	43.0	43	1.0	1	True	['XP_003839865.1']	['Dothideomycetes']	1
5138	XP_003847950	29.0	29.0	29	1.0	1	True	['XP_003847950.1']	['Dothideomycetes']	1
5139	XP_003849900	83.0	83.0	83	1.0	1	True	['XP_003849900.1']	['Dothideomycetes']	1
5140	XP_003850507	52.0	52.0	52	1.0	1	True	['XP_003850507.1']	['Dothideomycetes']	1
5141	XP_003852080	223.0	223.0	223	1.0	1	True	['XP_003852080.1']	['Dothideomycetes']	1
5142	XP_003852882	99.0	99.0	198	2.0	2	True	['XP_003852882.1', 'SMQ49669.1']	['Dothideomycetes']	1
5143	XP_006453901	128.0	128.0	128	1.0	1	True	['XP_006453901.1']	['Agaricomycetes']	1
5144	XP_006456325	59.0	59.0	59	1.0	1	True	['XP_006456325.1']	['Agaricomycetes']	1
5145	XP_006456995	129.0	126.0	2847	22.0	22	True	['XP_006456995.1', 'XP_006456994.1', 'XP_006456992.1', 'XP_006456276.1', 'XP_006456993.1', 'XP_006457014.1', 'XP_007331329.1', 'XP_006458931.1', 'XP_007331301.1', 'XP_007332151.1', 'XP_006457012.1', 'XP_006457027.1', 'XP_006457030.1', 'XP_007330755.1', 'XP_007331743.1', 'XP_007332144.1', 'XP_007332152.1', 'XP_006457042.1', 'XP_006459638.1', 'XP_006459637.1', 'XP_007330740.1', 'XP_007332171.1']	['Agaricomycetes']	1
5146	XP_006457045	92.0	92.0	92	1.0	1	True	['XP_006457045.1']	['Agaricomycetes']	1
5147	XP_006457198	64.0	64.0	193	3.0	3	True	['XP_006457198.1', 'XP_007334104.1', 'KXN87649.1']	['Agaricomycetes']	1
5148	XP_006457231	208.0	195.0	2289	11.0	11	True	['XP_006457231.1', 'XP_007334071.1', 'KXN83270.1', 'KXN85034.1', 'KXN83307.1', 'KXN84618.1', 'KXN84619.1', 'KXN87617.1', 'XP_006457227.1', 'XP_006457238.1', 'XP_006462769.1']	['Agaricomycetes']	1
5149	XP_006457562	47.0	48.0	3419	73.0	73	True	['XP_006457562.1', 'KXN81083.1', 'KXN82499.1', 'KXN89775.1', 'XP_006457509.1', 'KIM44301.1', 'KXN80991.1', 'KXN82171.1', 'KXN82175.1', 'KXN83159.1', 'KXN84950.1', 'KXN85088.1', 'KXN85275.1', 'KXN86098.1', 'KXN88397.1', 'KXN89418.1', 'KXN91409.1', 'KXN91413.1', 'XP_006456319.1', 'XP_006457234.1', 'XP_006457304.1', 'XP_006457417.1', 'XP_006457507.1', 'XP_006457571.1', 'XP_006458897.1', 'XP_006458961.1', 'XP_006458964.1', 'XP_006458967.1', 'XP_006458996.1', 'XP_006463122.1', 'XP_006463168.1', 'XP_006463224.1', 'XP_006463960.1', 'XP_006464111.1', 'XP_006464112.1', 'XP_006464118.1', 'XP_006464119.1', 'XP_007328017.1', 'XP_007329656.1', 'XP_007329764.1', 'XP_007331190.1', 'XP_007331207.1', 'XP_007331208.1', 'XP_007331221.1', 'XP_007331222.1', 'XP_007331355.1', 'XP_007331493.1', 'XP_007331721.1', 'XP_007332103.1', 'XP_007332131.1', 'XP_007332291.1', 'XP_007332368.1', 'XP_007332416.1', 'XP_007332448.1', 'XP_007332451.1', 'XP_007332474.1', 'XP_007332484.1', 'XP_007332567.1', 'XP_007333218.1', 'XP_007333886.1', 'XP_007334062.1', 'XP_007334067.1', 'XP_007334176.1', 'XP_007334186.1', 'XP_007334217.1', 'XP_007334225.1', 'XP_007334279.1', 'XP_007334539.1', 'XP_007334610.1', 'XP_007334749.1', 'XP_006458647.1', 'XP_006458646.1', 'XP_007326030.1']	['Agaricomycetes']	1
5150	XP_006457572	198.0	198.0	395	2.0	2	True	['XP_006457572.1', 'XP_007333272.1']	['Agaricomycetes']	1
5151	XP_006457600	75.0	74.0	301	4.0	4	True	['XP_006457600.1', 'XP_007332097.1', 'XP_007333248.1', 'KXN85029.1']	['Agaricomycetes']	1
5152	XP_006457602	102.0	102.0	102	1.0	1	True	['XP_006457602.1']	['Agaricomycetes']	1
5153	XP_006457729	355.0	355.0	355	1.0	1	True	['XP_006457729.1']	['Agaricomycetes']	1
5154	XP_006458654	251.0	251.0	251	1.0	1	True	['XP_006458654.1']	['Agaricomycetes']	1
5155	XP_006458723	353.0	353.0	706	2.0	2	True	['XP_006458723.1', 'XP_007327028.1']	['Agaricomycetes']	1
5156	XP_006458993	66.0	66.0	66	1.0	1	True	['XP_006458993.1']	['Agaricomycetes']	1
5157	XP_006461546	251.0	251.0	251	1.0	1	True	['XP_006461546.1']	['Agaricomycetes']	1
5158	XP_006462880	150.0	150.0	150	1.0	1	True	['XP_006462880.1']	['Agaricomycetes']	1
5159	XP_006462970	65.0	62.0	196	3.0	3	True	['XP_006462970.1', 'KDR78760.1', 'PPQ80159.1']	['Agaricomycetes']	1
5160	XP_006462971	52.0	52.0	52	1.0	1	True	['XP_006462971.1']	['Agaricomycetes']	1
5161	XP_006463533	255.0	255.0	255	1.0	1	True	['XP_006463533.1']	['Agaricomycetes']	1
5162	XP_006464022	78.0	78.0	78	1.0	1	True	['XP_006464022.1']	['Agaricomycetes']	1
5163	XP_006464131	111.0	111.0	1552	14.0	14	True	['XP_006464131.1', 'XP_006464132.1', 'XP_007332437.1', 'XP_007332438.1', 'XP_007332449.1', 'ESK82730.1', 'KTB45020.1', 'KXN92435.1', 'XP_007326359.1', 'XP_007332603.1', 'XP_006463212.1', 'XP_007334026.1', 'XP_006463540.1', 'XP_007334288.1']	['Agaricomycetes']	1
5164	XP_006665919	84.0	84.0	167	2.0	2	True	['XP_006665919.1', 'ATY65489.1']	['Sordariomycetes']	1
5165	XP_006667733	956.0	956.0	1912	0.0	2	False	['XP_006667733.1', 'ATY60031.1']	['Sordariomycetes']	1
5166	XP_006670175	630.0	635.0	10713	4.0	17	True	['XP_006670175.1', 'ATY65019.1', 'XP_007826311.2', 'EXU96717.1', 'CZR37766.1', 'CVK85250.1', 'OPB37494.1', 'KKO98463.1', 'ETS02891.1', 'XP_024752705.1', 'PTB72214.1', 'ETR99603.1', 'XP_022384345.1', 'OOQ86777.1', 'XP_011126438.1', 'XP_022384653.1', 'XP_024405841.1']	['Sordariomycetes', 'Eurotiomycetes', 'Orbiliomycetes']	3
5167	XP_006672309	417.0	417.0	834	2.0	2	True	['XP_006672309.1', 'ATY62343.1']	['Sordariomycetes']	1
5168	XP_006673909	65.0	65.0	65	1.0	1	True	['XP_006673909.1']	['Sordariomycetes']	1
5169	XP_006691559	534.0	534.0	534	1.0	1	True	['XP_006691559.1']	['Sordariomycetes']	1
5170	XP_006692459	156.0	156.0	313	0.0	2	False	['XP_006692459.1', 'ELA26924.1']	['Sordariomycetes']	1
5171	XP_006692546	287.0	287.0	287	1.0	1	True	['XP_006692546.1']	['Sordariomycetes']	1
5172	XP_006694304	122.0	122.0	122	1.0	1	True	['XP_006694304.1']	['Sordariomycetes']	1
5173	XP_006694438	22.0	22.0	22	1.0	1	True	['XP_006694438.1']	['Sordariomycetes']	1
5174	XP_006695139	220.0	220.0	220	0.0	1	False	['XP_006695139.1']	['Sordariomycetes']	1
5175	XP_006695272	69.0	69.0	69	0.0	1	False	['XP_006695272.1']	['Sordariomycetes']	1
5176	XP_006697353	186.0	186.0	186	0.0	1	False	['XP_006697353.1']	['Sordariomycetes']	1
5177	XP_006962007	38.0	38.0	38	1.0	1	True	['XP_006962007.1']	['Sordariomycetes']	1
5178	XP_006962839	94.0	94.0	94	1.0	1	True	['XP_006962839.1']	['Sordariomycetes']	1
5179	XP_006968294	444.0	444.0	444	0.0	1	False	['XP_006968294.1']	['Sordariomycetes']	1
5180	XP_006969494	87.0	86.0	348	4.0	4	True	['XP_006969494.1', 'ETR97485.1', 'PKK43451.1', 'PTB72126.1']	['Sordariomycetes']	1
5181	XP_007261982	25.0	25.0	25	1.0	1	True	['XP_007261982.1']	['Agaricomycetes']	1
5182	XP_007261991	77.0	77.0	77	1.0	1	True	['XP_007261991.1']	['Agaricomycetes']	1
5183	XP_007262025	34.0	34.0	34	1.0	1	True	['XP_007262025.1']	['Agaricomycetes']	1
5184	XP_007263271	302.0	302.0	302	1.0	1	True	['XP_007263271.1']	['Agaricomycetes']	1
5185	XP_007267722	613.0	613.0	613	0.0	1	False	['XP_007267722.1']	['Agaricomycetes']	1
5186	XP_007267752	346.0	348.0	2077	5.0	6	True	['XP_007267752.1', 'XP_007267723.1', 'XP_007267757.1', 'XP_007267814.1', 'XP_007267856.1', 'XP_007267892.1']	['Agaricomycetes']	1
5187	XP_007267806	65.0	65.0	65	1.0	1	True	['XP_007267806.1']	['Agaricomycetes']	1
5188	XP_007267819	459.0	459.0	459	1.0	1	True	['XP_007267819.1']	['Agaricomycetes']	1
5189	XP_007267885	87.0	87.0	87	1.0	1	True	['XP_007267885.1']	['Agaricomycetes']	1
5190	XP_007269433	142.0	142.0	142	1.0	1	True	['XP_007269433.1']	['Agaricomycetes']	1
5191	XP_007269839	331.0	344.0	2977	8.0	9	True	['XP_007269839.1', 'XP_007270035.1', 'OCB86268.1', 'OCB90710.1', 'EJU05444.1', 'OCB90699.1', 'PSS32117.1', 'XP_007261882.1', 'XP_007261870.1']	['Dacrymycetes', 'Agaricomycetes']	2
5192	XP_007269907	31.0	31.0	31	1.0	1	True	['XP_007269907.1']	['Agaricomycetes']	1
5193	XP_007270449	57.0	57.0	57	1.0	1	True	['XP_007270449.1']	['Agaricomycetes']	1
5194	XP_007270504	46.0	46.0	46	1.0	1	True	['XP_007270504.1']	['Agaricomycetes']	1
5195	XP_007271271	45.0	44.0	180	4.0	4	True	['XP_007271271.1', 'XP_007271309.1', 'KDQ61258.1', 'KZP33641.1']	['Agaricomycetes']	1
5196	XP_007271334	46.0	46.0	46	1.0	1	True	['XP_007271334.1']	['Agaricomycetes']	1
5197	XP_007271364	87.0	87.0	87	1.0	1	True	['XP_007271364.1']	['Agaricomycetes']	1
5198	XP_007271441	30.0	31.0	1650	55.0	55	True	['XP_007271441.1', 'KIL54414.1', 'KIL58498.1', 'KIL62841.1', 'KIL67484.1', 'KIL60019.1', 'KIL54813.1', 'KIL56207.1', 'KIL60000.1', 'KIL64309.1', 'KIM91765.1', 'KZP28027.1', 'KZP18415.1', 'KZP04287.1', 'XP_007264511.1', 'XP_007264594.1', 'KZP08098.1', 'XP_007271259.1', 'XP_007271269.1', 'XP_007271279.1', 'KIM73271.1', 'KIM71121.1', 'KIM73294.1', 'KIM74146.1', 'KIM76284.1', 'KIM83472.1', 'KIM85081.1', 'KIM85744.1', 'KIM88338.1', 'KIM90352.1', 'KIM77833.1', 'KIM82227.1', 'KIM86662.1', 'XP_007262392.1', 'XP_007262570.1', 'XP_007264500.1', 'XP_007264858.1', 'KDQ09232.1', 'KDQ06464.1', 'KDQ09528.1', 'KIK16407.1', 'KIK18248.1', 'KIM59838.1', 'KIL65064.1', 'KIN98727.1', 'KIK24687.1', 'KIN95017.1', 'KIN97133.1', 'KIO03231.1', 'KIM65457.1', 'KIO00058.1', 'KIN99124.1', 'KIO01495.1', 'KIO04360.1', 'KIO06391.1']	['Agaricomycetes']	1
5199	XP_007289776	28.0	28.0	28	1.0	1	True	['XP_007289776.1']	['Leotiomycetes']	1
5200	XP_007292563	23.0	23.0	23	1.0	1	True	['XP_007292563.1']	['Leotiomycetes']	1
5201	XP_007300143	296.0	296.0	592	2.0	2	True	['XP_007300143.1', 'KIK52474.1']	['Agaricomycetes']	1
5202	XP_007300753	339.0	339.0	339	1.0	1	True	['XP_007300753.1']	['Agaricomycetes']	1
5203	XP_007301540	46.0	46.0	46	1.0	1	True	['XP_007301540.1']	['Agaricomycetes']	1
5204	XP_007304284	185.0	185.0	185	0.0	1	False	['XP_007304284.1']	['Agaricomycetes']	1
5205	XP_007307130	43.0	44.0	216	5.0	5	True	['XP_007307130.1', 'XP_007305203.1', 'XP_007306801.1', 'KNZ78580.1', 'KIM38564.1']	['Agaricomycetes']	1
5206	XP_007308217	184.0	184.0	184	1.0	1	True	['XP_007308217.1']	['Agaricomycetes']	1
5207	XP_007308808	461.0	461.0	461	0.0	1	False	['XP_007308808.1']	['Agaricomycetes']	1
5208	XP_007309322	95.0	95.0	95	1.0	1	True	['XP_007309322.1']	['Agaricomycetes']	1
5209	XP_007309884	979.0	979.0	979	0.0	1	False	['XP_007309884.1']	['Agaricomycetes']	1
5210	XP_007311243	305.0	305.0	2440	0.0	8	False	['XP_007311243.1', 'PBK80630.1', 'PBK71988.1', 'SJL11191.1', 'SJL04705.1', 'PBK64521.1', 'PBK87434.1', 'PBK87439.1']	['Agaricomycetes']	1
5211	XP_007311285	220.0	220.0	220	1.0	1	True	['XP_007311285.1']	['Agaricomycetes']	1
5212	XP_007311335	484.0	484.0	484	0.0	1	False	['XP_007311335.1']	['Agaricomycetes']	1
5213	XP_007311340	89.0	89.0	89	1.0	1	True	['XP_007311340.1']	['Agaricomycetes']	1
5214	XP_007311440	339.0	339.0	339	1.0	1	True	['XP_007311440.1']	['Agaricomycetes']	1
5215	XP_007311522	435.0	435.0	435	1.0	1	True	['XP_007311522.1']	['Agaricomycetes']	1
5216	XP_007314164	44.0	44.0	44	1.0	1	True	['XP_007314164.1']	['Agaricomycetes']	1
5217	XP_007314785	406.0	406.0	406	0.0	1	False	['XP_007314785.1']	['Agaricomycetes']	1
5218	XP_007314976	70.0	70.0	70	1.0	1	True	['XP_007314976.1']	['Agaricomycetes']	1
5219	XP_007315049	92.0	92.0	92	1.0	1	True	['XP_007315049.1']	['Agaricomycetes']	1
5220	XP_007316913	110.0	110.0	440	4.0	4	True	['XP_007316913.1', 'XP_007314912.1', 'EGO03035.1', 'EGN92590.1']	['Agaricomycetes']	1
5221	XP_007316958	114.0	114.0	229	2.0	2	True	['XP_007316958.1', 'EGO01134.1']	['Agaricomycetes']	1
5222	XP_007318022	46.0	46.0	92	2.0	2	True	['XP_007318022.1', 'EGO00341.1']	['Agaricomycetes']	1
5223	XP_007318181	338.0	338.0	338	0.0	1	False	['XP_007318181.1']	['Agaricomycetes']	1
5224	XP_007318972	74.0	74.0	74	1.0	1	True	['XP_007318972.1']	['Agaricomycetes']	1
5225	XP_007319340	29.0	29.0	29	1.0	1	True	['XP_007319340.1']	['Agaricomycetes']	1
5226	XP_007319999	94.0	94.0	94	1.0	1	True	['XP_007319999.1']	['Agaricomycetes']	1
5227	XP_007320026	128.0	128.0	128	1.0	1	True	['XP_007320026.1']	['Agaricomycetes']	1
5228	XP_007321555	106.0	106.0	106	1.0	1	True	['XP_007321555.1']	['Agaricomycetes']	1
5229	XP_007321699	148.0	148.0	148	1.0	1	True	['XP_007321699.1']	['Agaricomycetes']	1
5230	XP_007325925	61.0	61.0	61	1.0	1	True	['XP_007325925.1']	['Agaricomycetes']	1
5231	XP_007326988	79.0	79.0	79	1.0	1	True	['XP_007326988.1']	['Agaricomycetes']	1
5232	XP_007326993	178.0	178.0	178	1.0	1	True	['XP_007326993.1']	['Agaricomycetes']	1
5233	XP_007327027	268.0	268.0	268	1.0	1	True	['XP_007327027.1']	['Agaricomycetes']	1
5234	XP_007327361	142.0	142.0	283	2.0	2	True	['XP_007327361.1', 'XP_006461513.1']	['Agaricomycetes']	1
5235	XP_007327380	121.0	121.0	242	2.0	2	True	['XP_007327380.1', 'XP_006461562.1']	['Agaricomycetes']	1
5236	XP_007327393	36.0	36.0	36	1.0	1	True	['XP_007327393.1']	['Agaricomycetes']	1
5237	XP_007330205	183.0	183.0	183	1.0	1	True	['XP_007330205.1']	['Agaricomycetes']	1
5238	XP_007330206	92.0	92.0	92	1.0	1	True	['XP_007330206.1']	['Agaricomycetes']	1
5239	XP_007330275	103.0	103.0	103	1.0	1	True	['XP_007330275.1']	['Agaricomycetes']	1
5240	XP_007330387	35.0	35.0	35	1.0	1	True	['XP_007330387.1']	['Agaricomycetes']	1
5241	XP_007330737	53.0	53.0	53	1.0	1	True	['XP_007330737.1']	['Agaricomycetes']	1
5242	XP_007330750	186.0	186.0	186	1.0	1	True	['XP_007330750.1']	['Agaricomycetes']	1
5243	XP_007330754	138.0	138.0	276	2.0	2	True	['XP_007330754.1', 'XP_006459559.1']	['Agaricomycetes']	1
5244	XP_007331103	263.0	263.0	263	1.0	1	True	['XP_007331103.1']	['Agaricomycetes']	1
5245	XP_007331802	60.0	60.0	60	1.0	1	True	['XP_007331802.1']	['Agaricomycetes']	1
5246	XP_007332092	63.0	63.0	63	1.0	1	True	['XP_007332092.1']	['Agaricomycetes']	1
5247	XP_007332147	162.0	162.0	162	1.0	1	True	['XP_007332147.1']	['Agaricomycetes']	1
5248	XP_007332154	171.0	171.0	171	1.0	1	True	['XP_007332154.1']	['Agaricomycetes']	1
5249	XP_007332155	68.0	68.0	68	1.0	1	True	['XP_007332155.1']	['Agaricomycetes']	1
5250	XP_007332156	302.0	302.0	302	1.0	1	True	['XP_007332156.1']	['Agaricomycetes']	1
5251	XP_007332174	134.0	134.0	134	1.0	1	True	['XP_007332174.1']	['Agaricomycetes']	1
5252	XP_007332450	162.0	162.0	324	2.0	2	True	['XP_007332450.1', 'XP_006464113.1']	['Agaricomycetes']	1
5253	XP_007332518	110.0	110.0	110	1.0	1	True	['XP_007332518.1']	['Agaricomycetes']	1
5254	XP_007332566	39.0	38.0	117	3.0	3	True	['XP_007332566.1', 'XP_006464134.1', 'XP_007331186.1']	['Agaricomycetes']	1
5255	XP_007332641	106.0	106.0	212	2.0	2	True	['XP_007332641.1', 'XP_006463254.1']	['Agaricomycetes']	1
5256	XP_007332741	203.0	203.0	203	1.0	1	True	['XP_007332741.1']	['Agaricomycetes']	1
5257	XP_007333245	235.0	235.0	235	1.0	1	True	['XP_007333245.1']	['Agaricomycetes']	1
5258	XP_007333708	246.0	246.0	10070	41.0	41	True	['XP_007333708.1', 'XP_006463209.1', 'XP_006463211.1', 'XP_007327716.1', 'XP_006462075.1', 'XP_007332596.1', 'XP_007332600.1', 'KXN80876.1', 'KXN83026.1', 'KXN81082.1', 'KXN81726.1', 'KXN86747.1', 'KXN83165.1', 'KXN88406.1', 'XP_006454945.1', 'XP_006458966.1', 'XP_006457553.1', 'XP_006458962.1', 'XP_006462583.1', 'XP_007331346.1', 'XP_006458954.1', 'XP_007331354.1', 'XP_007331371.1', 'XP_007331412.1', 'XP_006463127.1', 'XP_006463146.1', 'XP_006463165.1', 'XP_006463166.1', 'XP_007334746.1', 'XP_006463171.1', 'XP_006464070.1', 'XP_006464110.1', 'XP_006462146.1', 'XP_007327775.1', 'XP_006464060.1', 'XP_006464109.1', 'XP_006464148.1', 'XP_007334239.1', 'XP_007331676.1', 'XP_007331781.1', 'XP_007334221.1']	['Agaricomycetes']	1
5259	XP_007334033	203.0	203.0	203	1.0	1	True	['XP_007334033.1']	['Agaricomycetes']	1
5260	XP_007334034	82.0	82.0	82	1.0	1	True	['XP_007334034.1']	['Agaricomycetes']	1
5261	XP_007334182	173.0	173.0	173	1.0	1	True	['XP_007334182.1']	['Agaricomycetes']	1
5262	XP_007334208	120.0	120.0	120	1.0	1	True	['XP_007334208.1']	['Agaricomycetes']	1
5263	XP_007334356	280.0	280.0	280	1.0	1	True	['XP_007334356.1']	['Agaricomycetes']	1
5264	XP_007366764	109.0	109.0	109	1.0	1	True	['XP_007366764.1']	['Agaricomycetes']	1
5265	XP_007368693	198.0	196.0	1189	6.0	6	True	['XP_007368693.1', 'XP_007362786.1', 'XP_007362797.1', 'XP_007370065.1', 'XP_007368678.1', 'XP_001885324.1']	['Agaricomycetes']	1
5266	XP_007379823	21.0	21.0	21	1.0	1	True	['XP_007379823.1']	['Agaricomycetes']	1
5267	XP_007379835	25.0	25.0	50	2.0	2	True	['XP_007379835.1', 'KIJ62425.1']	['Agaricomycetes']	1
5268	XP_007383202	334.0	334.0	667	0.0	2	False	['XP_007383202.1', 'XP_007383204.1']	['Agaricomycetes']	1
5269	XP_007384059	32.0	32.0	32	1.0	1	True	['XP_007384059.1']	['Agaricomycetes']	1
5270	XP_007384573	388.0	388.0	9317	15.0	24	True	['XP_007384573.1', 'KDQ18487.1', 'KDR65791.1', 'KDR66522.1', 'KZS91414.1', 'KZT34838.1', 'KZT34839.1', 'KZS91415.1', 'KZT38826.1', 'KZS91989.1', 'KZT39380.1', 'KZT39376.1', 'KZT39381.1', 'KZS94302.1', 'KZT39379.1', 'KZV71089.1', 'KZV76871.1', 'KZV76882.1', 'PPQ93575.1', 'PPQ69361.1', 'PPQ72263.1', 'PPQ93771.1', 'PPQ91236.1', 'XP_007387094.1']	['Agaricomycetes']	1
5271	XP_007387105	25.0	25.0	25	1.0	1	True	['XP_007387105.1']	['Agaricomycetes']	1
5272	XP_007388751	114.0	114.0	114	1.0	1	True	['XP_007388751.1']	['Agaricomycetes']	1
5273	XP_007388811	223.0	223.0	223	1.0	1	True	['XP_007388811.1']	['Agaricomycetes']	1
5274	XP_007388995	36.0	36.0	72	2.0	2	True	['XP_007388995.1', 'XP_007388775.1']	['Agaricomycetes']	1
5275	XP_007388998	55.0	55.0	55	1.0	1	True	['XP_007388998.1']	['Agaricomycetes']	1
5276	XP_007389064	193.0	196.0	772	4.0	4	True	['XP_007389064.1', 'XP_007381654.1', 'XP_007381667.1', 'XP_007387926.1']	['Agaricomycetes']	1
5277	XP_007389075	108.0	108.0	430	4.0	4	True	['XP_007389075.1', 'XP_007386687.1', 'XP_007388773.1', 'XP_007389065.1']	['Agaricomycetes']	1
5278	XP_007389881	204.0	204.0	204	1.0	1	True	['XP_007389881.1']	['Agaricomycetes']	1
5279	XP_007389925	142.0	142.0	142	1.0	1	True	['XP_007389925.1']	['Agaricomycetes']	1
5280	XP_007389926	26.0	26.0	26	1.0	1	True	['XP_007389926.1']	['Agaricomycetes']	1
5281	XP_007389928	101.0	101.0	506	5.0	5	True	['XP_007389928.1', 'XP_007389939.1', 'XP_007389958.1', 'XP_007389920.1', 'XP_007389921.1']	['Agaricomycetes']	1
5282	XP_007389935	135.0	135.0	135	1.0	1	True	['XP_007389935.1']	['Agaricomycetes']	1
5283	XP_007391231	75.0	75.0	150	2.0	2	True	['XP_007391231.1', 'XP_007391126.1']	['Agaricomycetes']	1
5284	XP_007391236	34.0	34.0	34	1.0	1	True	['XP_007391236.1']	['Agaricomycetes']	1
5285	XP_007392394	134.0	134.0	134	1.0	1	True	['XP_007392394.1']	['Agaricomycetes']	1
5286	XP_007393714	94.0	94.0	94	1.0	1	True	['XP_007393714.1']	['Agaricomycetes']	1
5287	XP_007393737	227.0	227.0	227	0.0	1	False	['XP_007393737.1']	['Agaricomycetes']	1
5288	XP_007396160	143.0	143.0	143	1.0	1	True	['XP_007396160.1']	['Agaricomycetes']	1
5289	XP_007677697	225.0	225.0	1350	0.0	6	False	['XP_007677697.1', 'CEF74370.1', 'EYB25989.1', 'PCD39140.1', 'XP_009251950.1', 'XP_025589719.1']	['Sordariomycetes', 'Dothideomycetes']	2
5290	XP_007678151	50.0	50.0	50	1.0	1	True	['XP_007678151.1']	['Dothideomycetes']	1
5291	XP_007678760	28.0	28.0	28	1.0	1	True	['XP_007678760.1']	['Dothideomycetes']	1
5292	XP_007681242	125.0	125.0	125	1.0	1	True	['XP_007681242.1']	['Dothideomycetes']	1
5293	XP_007683864	210.0	210.0	420	0.0	2	False	['XP_007683864.1', 'XP_001793568.1']	['Dothideomycetes']	1
5294	XP_007684558	20.0	20.0	20	1.0	1	True	['XP_007684558.1']	['Dothideomycetes']	1
5295	XP_007686911	99.0	98.0	593	6.0	6	True	['XP_007686911.1', 'XP_007694513.1', 'XP_007710903.1', 'XP_014084966.1', 'KFY00473.1', 'KFY00471.1']	['Leotiomycetes', 'Dothideomycetes']	2
5296	XP_007687457	75.0	75.0	75	1.0	1	True	['XP_007687457.1']	['Dothideomycetes']	1
5297	XP_007689085	52.0	52.0	52	1.0	1	True	['XP_007689085.1']	['Dothideomycetes']	1
5298	XP_007689159	76.0	75.0	305	4.0	4	True	['XP_007689159.1', 'OSS43305.1', 'OSS43296.1', 'XP_007718871.1']	['Dothideomycetes']	1
5299	XP_007691604	72.0	72.0	72	1.0	1	True	['XP_007691604.1']	['Dothideomycetes']	1
5300	XP_007692104	31.0	31.0	31	1.0	1	True	['XP_007692104.1']	['Dothideomycetes']	1
5301	XP_007693619	132.0	132.0	132	0.0	1	False	['XP_007693619.1']	['Dothideomycetes']	1
5302	XP_007693719	103.0	103.0	4116	40.0	40	True	['XP_007693719.1', 'CEO59719.1', 'CRK25942.1', 'CVL05011.1', 'EWZ36198.1', 'EWZ95805.1', 'KLO83570.1', 'XP_018250213.1', 'EDP48735.1', 'GAM44151.1', 'KMK56594.1', 'OXN06853.1', 'OXN26042.1', 'XP_747379.1', 'ELA36520.1', 'EQB54983.1', 'GAP88112.1', 'GAW19636.1', 'KFX86235.1', 'KFY20674.1', 'KXT10567.1', 'OOQ87346.1', 'PCD29896.1', 'CEF88745.1', 'EYB23052.1', 'PSN59264.1', 'PZD29771.1', 'PZD29773.1', 'XP_007693736.1', 'RBR18156.1', 'XP_001805100.1', 'XP_007799870.1', 'XP_008025377.1', 'PVH98433.1', 'XP_013950895.1', 'XP_014560345.1', 'XP_007700113.1', 'XP_007717349.1', 'XP_024774067.1', 'PKK41772.1']	['Sordariomycetes', 'Eurotiomycetes', 'n/a', 'Leotiomycetes', 'Dothideomycetes']	5
5303	XP_007694641	49.0	49.0	49	1.0	1	True	['XP_007694641.1']	['Dothideomycetes']	1
5304	XP_007694711	231.0	231.0	231	0.0	1	False	['XP_007694711.1']	['Dothideomycetes']	1
5305	XP_007695260	43.0	43.0	43	1.0	1	True	['XP_007695260.1']	['Dothideomycetes']	1
5306	XP_007696785	29.0	29.0	29	1.0	1	True	['XP_007696785.1']	['Dothideomycetes']	1
5307	XP_007696942	50.0	50.0	50	1.0	1	True	['XP_007696942.1']	['Dothideomycetes']	1
5308	XP_007697267	140.0	140.0	140	0.0	1	False	['XP_007697267.1']	['Dothideomycetes']	1
5309	XP_007699232	46.0	48.0	138	3.0	3	True	['XP_007699232.1', 'OLN92294.1', 'OQD92440.1']	['Sordariomycetes', 'Eurotiomycetes', 'Dothideomycetes']	3
5310	XP_007699338	21.0	21.0	21	1.0	1	True	['XP_007699338.1']	['Dothideomycetes']	1
5311	XP_007702791	46.0	46.0	46	1.0	1	True	['XP_007702791.1']	['Dothideomycetes']	1
