Cluster no	No	Hit	Prob	E-value	P-value	Score	SS	Cols	Query HMM	Template HMM
KIL58680	9	PF15121.6 ; TMEM71 ; TMEM71 pr	1.2	240.0	0.045	19.5	0.0	19	24-42	99-117 (150)
KIL58680	10	PF12646.7 ; DUF3783 ; Domain o	0.9	280.0	0.062	14.4	0.0	15	238-252	7-21  (55)
PBK84337	1	PF17100.5 ; NACHT_N ; N-termin	95.4	0.0001	2e-08	59.8	0.0	129	226-354	79-222 (229)
PBK84337	2	PF11618.8 ; C2-C2_1 ; First C2	93.0	0.0019	3.5e-07	47.1	0.0	88	54-156	10-110 (142)
PBK84337	3	PF17109.5 ; Goodbye ; fungal S	91.5	0.0046	8.7e-07	43.9	0.0	69	226-294	52-121 (123)
PBK84337	4	PF00168.30 ; C2 ; C2 domain	76.0	0.12	2.3e-05	34.1	0.0	47	105-155	55-106 (116)
PBK84337	5	PF17111.5 ; Helo_like_N ; Fung	69.3	0.23	4.3e-05	36.9	0.0	24	341-364	112-135 (209)
PBK84337	6	PF05659.11 ; RPW8 ; Arabidopsi	26.0	3.9	0.00072	27.8	0.0	46	309-354	65-111 (140)
PBK84337	7	PF15967.5 ; Nucleoporin_FG2 ;	25.0	4.2	0.0007700000000000001	35.3	0.0	20	340-359	355-374 (605)
PBK84337	8	PF11043.8 ; DUF2856 ; Protein	12.2	13.0	0.0024	23.1	0.0	27	391-419	6-32  (97)
PBK84337	9	PF10805.8 ; DUF2730 ; Protein	11.3	14.0	0.0027	22.4	0.0	9	274-282	30-38  (95)
PBK84337	10	PF08580.10 ; KAR9 ; Yeast cort	9.5	18.0	0.0034	31.2	0.0	22	307-328	153-174 (696)
OBW64840	1	PF17100.5 ; NACHT_N ; N-termin	99.1	5.9e-15	1.2e-18	131.4	0.0	134	202-346	80-227 (229)
OBW64840	2	PF17109.5 ; Goodbye ; fungal S	98.8	4.5000000000000005e-13	9.000000000000001e-17	107.5	0.0	120	151-272	1-123 (123)
OBW64840	3	PF01637.18 ; ATPase_2 ; ATPase	89.0	0.011000000000000001	2.3e-06	45.3	0.0	24	410-433	11-34  (209)
OBW64840	4	PF05729.12 ; NACHT ; NACHT dom	87.7	0.016	3.4e-06	42.4	0.0	14	420-433	1-14  (170)
OBW64840	5	PF00931.22 ; NB-ARC ; NB-ARC d	87.6	0.016	3.5000000000000004e-06	45.0	0.0	25	409-433	6-32  (240)
OBW64840	6	PF07931.12 ; CPT ; Chloramphen	84.9	0.031	6.4e-06	41.2	0.0	14	420-433	2-15  (163)
OBW64840	7	PF05621.11 ; TniB ; Bacterial	84.7	0.031	6.7e-06	41.8	0.0	15	419-433	35-49  (191)
OBW64840	8	PF13191.6 ; AAA_16 ; AAA ATPas	84.3	0.034	7.2000000000000005e-06	41.4	0.0	14	420-433	25-38  (189)
OBW64840	9	PF13671.6 ; AAA_33 ; AAA domai	82.8	0.044000000000000004	9.3e-06	39.1	0.0	13	421-433	1-13  (142)
OBW64840	10	PF18751.1 ; Ploopntkinase3 ; P	82.0	0.051	1.1e-05	41.0	0.0	15	419-433	3-17  (187)
OSS51700	1	PF17046.5 ; Ses_B ; SesB domai	69.4	0.22	4.3e-05	22.9	0.0	23	19-41	4-27  (28)
OSS51700	2	PF15184.6 ; TOM6p ; Mitochondr	15.1	9.2	0.0018	20.5	0.0	26	72-97	17-42  (74)
OSS51700	3	PF16496.5 ; SWIRM-assoc_2 ; SW	14.1	9.5	0.0019	26.1	0.0	25	79-103	222-246 (405)
OSS51700	4	PF04386.13 ; SspB ; Stringent	13.5	9.9	0.0021	22.0	0.0	17	78-94	2-18  (149)
OSS51700	5	PF07533.16 ; BRK ; BRK domain	12.7	11.0	0.0023	17.1	0.0	25	73-97	16-40  (44)
OSS51700	6	PF09907.9 ; HigB_toxin ; HigB_	10.3	14.0	0.0031	18.0	0.0	13	87-99	62-74  (74)
OSS51700	7	PF06531.11 ; DUF1108 ; Protein	9.3	18.0	0.0035	19.4	0.0	24	72-95	51-74  (84)
OSS51700	8	PF16546.5 ; SGTA_dimer ; Homod	5.9	30.0	0.0064	16.4	0.0	20	56-75	33-52  (66)
OSS51700	9	PF04316.13 ; FlgM ; Anti-sigma	4.1	46.0	0.01	14.8	0.0	22	67-88	22-43  (55)
OSS51700	10	PF02446.17 ; Glyco_hydro_77 ;	3.3	60.0	0.013000000000000001	20.9	0.0	35	67-101	86-120 (464)
PWW74656	1	PF17111.5 ; Helo_like_N ; Fung	99.3	7.8e-17	1.3999999999999998e-20	122.9	0.0	174	53-236	1-177 (209)
PWW74656	2	PF17107.5 ; SesA ; N-terminal	98.1	6.2e-10	1.1e-13	77.1	0.0	117	59-182	1-132 (133)
PWW74656	3	PF05729.12 ; NACHT ; NACHT dom	96.1	2e-05	3.6e-09	53.9	0.0	26	271-296	1-26  (170)
PWW74656	4	PF01637.18 ; ATPase_2 ; ATPase	95.9	3.3e-05	6e-09	54.7	0.0	36	261-296	10-46  (209)
PWW74656	5	PF13238.6 ; AAA_18 ; AAA domai	95.9	3.4e-05	6.2e-09	49.0	0.0	22	273-294	1-22  (108)
PWW74656	6	PF18751.1 ; Ploopntkinase3 ; P	95.9	3.4e-05	6.2e-09	54.2	0.0	25	270-294	3-27  (187)
PWW74656	7	PF07931.12 ; CPT ; Chloramphen	95.9	3.5e-05	6.4e-09	52.8	0.0	24	271-294	2-25  (163)
PWW74656	8	PF13191.6 ; AAA_16 ; AAA ATPas	95.8	3.7e-05	6.7000000000000004e-09	53.6	0.0	28	269-296	23-50  (189)
PWW74656	9	PF05621.11 ; TniB ; Bacterial	95.7	4.7e-05	8.5e-09	53.1	0.0	28	269-296	34-61  (191)
PWW74656	10	PF13671.6 ; AAA_33 ; AAA domai	95.7	4.9e-05	9e-09	50.5	0.0	23	272-294	1-23  (142)
XP_011119008	1	PF08043.12 ; Xin ; Xin repeat	41.8	1.5	0.00027	15.9	0.0	10	93-102	4-13  (16)
XP_011119008	2	PF17106.5 ; NACHT_sigma ; Sigm	40.4	1.5	0.00029	19.8	0.0	16	26-41	7-22  (43)
XP_011119008	3	PF09069.11 ; EF-hand_3 ; EF-ha	31.5	2.6	0.0005	21.8	0.0	20	100-119	67-86  (92)
XP_011119008	4	PF16496.5 ; SWIRM-assoc_2 ; SW	19.6	6.1	0.0012	26.2	0.0	45	67-111	189-246 (405)
XP_011119008	5	PF14144.6 ; DOG1 ; Seed dorman	12.3	12.0	0.0024	18.3	0.0	14	107-120	52-65  (77)
XP_011119008	6	PF05003.12 ; DUF668 ; Protein	7.8	23.0	0.0045	17.9	0.0	15	65-79	73-87  (92)
XP_011119008	7	PF03325.13 ; Herpes_PAP ; Herp	4.4	52.0	0.0094	18.4	0.0	13	67-79	37-49  (166)
XP_011119008	8	PF09119.10 ; SicP-binding ; Si	3.9	58.0	0.011000000000000001	15.9	0.0	12	68-79	6-17  (81)
XP_011119008	9	PF05385.11 ; Adeno_E4 ; Mastad	3.0	80.0	0.015	16.3	0.0	37	63-99	46-85  (108)
XP_011119008	10	PF11463.8 ; R-HINP1I ; R.HinP1	2.6	96.0	0.018000000000000002	17.7	0.0	14	88-101	126-139 (205)
EXM19187	1	PF01083.22 ; Cutinase ; Cutina	98.3	7.4e-11	1.5e-14	104.4	0.0	130	143-289	2-142 (207)
EXM19187	2	PF05057.14 ; DUF676 ; Putative	97.8	5.6000000000000005e-09	1.2e-12	91.1	0.0	125	145-291	4-145 (218)
EXM19187	3	PF06259.12 ; Abhydrolase_8 ; A	97.6	1.6e-08	3.3e-12	87.1	0.0	69	214-289	93-161 (190)
EXM19187	4	PF05990.12 ; DUF900 ; Alpha/be	97.2	1.4e-07	3e-11	80.2	0.0	129	143-291	10-139 (213)
EXM19187	5	PF02089.15 ; Palm_thioest ; Pa	97.2	2e-07	4.5e-11	81.6	0.0	107	149-288	2-112 (271)
EXM19187	6	PF03096.14 ; Ndr ; Ndr family	97.1	2.5e-07	5.5e-11	79.7	0.0	110	145-286	22-137 (283)
EXM19187	7	PF07819.13 ; PGAP1 ; PGAP1-lik	97.1	2.5e-07	5.6e-11	77.9	0.0	67	215-288	67-137 (245)
EXM19187	8	PF12146.8 ; Hydrolase_4 ; Seri	97.1	3e-07	6.9e-11	76.0	0.0	110	146-286	4-114 (239)
EXM19187	9	PF00975.20 ; Thioesterase ; Th	97.1	3.3e-07	7.5e-11	74.6	0.0	105	148-286	2-106 (221)
EXM19187	10	PF05705.14 ; DUF829 ; Eukaryot	97.0	4.1e-07	9.199999999999999e-11	75.1	0.0	110	149-287	2-111 (238)
OCK94306	1	PF09235.10 ; SAM_Ste50p ; Ste5	95.8	3.7e-05	8.199999999999999e-09	48.3	0.0	70	24-96	2-73  (75)
OCK94306	2	PF18017.1 ; SAM_4 ; SAM domain	88.2	0.013999999999999999	3e-06	37.0	0.0	68	27-97	5-75  (84)
OCK94306	3	PF07647.17 ; SAM_2 ; SAM domai	66.7	0.22	5.3e-05	25.7	0.0	61	25-91	1-63  (66)
OCK94306	4	PF00536.30 ; SAM_1 ; SAM domai	20.9	4.4	0.001	19.8	0.0	59	27-91	2-64  (67)
OCK94306	5	PF08806.11 ; Sep15_SelM ; Sep1	15.6	8.0	0.0017	22.3	0.0	16	24-39	58-73  (76)
OCK94306	6	PF08970.10 ; Sda ; Sporulation	13.0	11.0	0.0022	20.1	0.0	27	29-55	5-31  (45)
OCK94306	7	PF06849.12 ; DUF1246 ; Protein	8.0	22.0	0.0043	23.0	0.0	37	164-200	67-104 (126)
OCK94306	8	PF05377.11 ; FlaC_arch ; Flage	6.3	30.0	0.0059	18.9	0.0	7	164-170	28-34  (55)
OCK94306	9	PF13220.6 ; DUF4028 ; Protein	4.6	49.0	0.0087	18.4	0.0	24	210-233	38-61  (65)
OCK94306	10	PF17340.2 ; DUF5370 ; Family o	4.6	48.0	0.0088	18.7	0.0	26	170-196	21-46  (63)
OAA76622	1	PF14479.6 ; HeLo ; Prion-inhib	99.4	1.6e-17	2.8999999999999996e-21	131.1	0.0	158	52-209	1-170 (199)
OAA76622	2	PF17111.5 ; Helo_like_N ; Fung	97.7	1.1000000000000001e-08	2e-12	78.4	0.0	137	48-213	1-138 (209)
OAA76622	3	PF06414.12 ; Zeta_toxin ; Zeta	94.5	0.0004	7.5e-08	50.3	0.0	19	299-317	13-31  (196)
OAA76622	4	PF07931.12 ; CPT ; Chloramphen	94.4	0.00045999999999999996	8.6e-08	48.0	0.0	17	301-317	2-18  (163)
OAA76622	5	PF05729.12 ; NACHT ; NACHT dom	94.4	0.0005	9.400000000000001e-08	47.5	0.0	17	301-317	1-17  (170)
OAA76622	6	PF18751.1 ; Ploopntkinase3 ; P	94.3	0.0005099999999999999	9.5e-08	49.1	0.0	18	300-317	3-20  (187)
OAA76622	7	PF13671.6 ; AAA_33 ; AAA domai	94.1	0.0006799999999999999	1.3e-07	45.8	0.0	16	302-317	1-16  (142)
OAA76622	8	PF13238.6 ; AAA_18 ; AAA domai	93.9	0.0008	1.5e-07	43.3	0.0	15	303-317	1-15  (108)
OAA76622	9	PF01637.18 ; ATPase_2 ; ATPase	93.7	0.00099	1.9e-07	47.6	0.0	18	300-317	20-37  (209)
OAA76622	10	PF08433.10 ; KTI12 ; Chromatin	93.7	0.001	1.9e-07	51.3	0.0	17	301-317	2-18  (269)
PWW75243	1	PF17106.5 ; NACHT_sigma ; Sigm	67.3	0.26	5.1e-05	24.2	0.0	24	32-55	17-40  (43)
PWW75243	2	PF08043.12 ; Xin ; Xin repeat	42.0	1.4	0.00026000000000000003	17.2	0.0	10	93-102	4-13  (16)
PWW75243	3	PF16496.5 ; SWIRM-assoc_2 ; SW	28.2	3.1	0.00062	28.9	0.0	19	93-111	228-246 (405)
PWW75243	4	PF09907.9 ; HigB_toxin ; HigB_	14.3	9.0	0.0019	18.9	0.0	13	95-107	62-74  (74)
PWW75243	5	PF13120.6 ; DUF3974 ; Domain o	4.4	51.0	0.0092	18.4	0.0	17	95-111	58-74  (126)
PWW75243	6	PF07750.11 ; GcrA ; GcrA cell	4.4	43.0	0.0093	18.4	0.0	15	88-102	120-134 (171)
PWW75243	7	PF18529.1 ; MIX ; Mitochondria	3.6	66.0	0.012	18.4	0.0	29	62-90	90-118 (152)
PWW75243	8	PF15669.5 ; CCDC24 ; Coiled-co	3.4	63.0	0.013000000000000001	19.1	0.0	40	66-105	149-188 (212)
PWW75243	9	PF04866.12 ; Rota_NS6 ; Rotavi	2.8	90.0	0.016	16.3	0.0	22	82-103	55-78  (92)
PWW75243	10	PF05385.11 ; Adeno_E4 ; Mastad	2.6	95.0	0.018000000000000002	16.8	0.0	28	68-95	51-78  (108)
KIK57943	1	PF08043.12 ; Xin ; Xin repeat	37.1	1.9	0.00035	14.9	0.0	9	75-83	5-13  (16)
KIK57943	2	PF16496.5 ; SWIRM-assoc_2 ; SW	34.3	2.2	0.00042	27.2	0.0	18	74-91	228-245 (405)
KIK57943	3	PF05003.12 ; DUF668 ; Protein	23.5	4.5	0.00086	20.2	0.0	15	46-60	74-88  (92)
KIK57943	4	PF11806.8 ; DUF3327 ; Domain o	12.7	11.0	0.0023	18.4	0.0	17	67-83	37-53  (121)
KIK57943	5	PF04320.14 ; DUF469 ; Protein	11.8	13.0	0.0025	18.3	0.0	18	42-59	70-87  (101)
KIK57943	6	PF17705.1 ; DUF5551 ; Family o	11.8	14.0	0.0025	19.8	0.0	30	50-79	86-115 (155)
KIK57943	7	PF17540.2 ; DUF5457 ; Family o	11.0	15.0	0.0028	18.6	0.0	17	41-57	37-53  (105)
KIK57943	8	PF15119.6 ; APOC4 ; Apolipopro	8.6	21.0	0.0039	17.6	0.0	24	61-84	53-76  (94)
KIK57943	9	PF14258.6 ; DUF4350 ; Domain o	7.8	21.0	0.0045	14.3	0.0	15	42-56	47-61  (70)
KIK57943	10	PF06616.11 ; BsuBI_PstI_RE ; B	6.8	28.0	0.0053	18.4	0.0	43	42-84	93-145 (153)
KZP28430	1	PF17100.5 ; NACHT_N ; N-termin	97.2	1.4e-07	2.8999999999999997e-11	84.7	0.0	131	305-438	82-226 (229)
KZP28430	2	PF17109.5 ; Goodbye ; fungal S	95.3	0.0001	2e-08	58.3	0.0	68	305-372	55-123 (123)
KZP28430	3	PF17111.5 ; Helo_like_N ; Fung	80.2	0.067	1.4000000000000001e-05	43.2	0.0	110	333-445	16-136 (209)
KZP28430	4	PF11618.8 ; C2-C2_1 ; First C2	73.1	0.15	3.1e-05	38.3	0.0	71	168-244	32-109 (142)
KZP28430	5	PF15729.5 ; ALS2CR11 ; Amyotro	69.5	0.22	4.2e-05	45.6	0.0	73	168-245	45-134 (420)
KZP28430	6	PF15625.6 ; CC2D2AN-C2 ; CC2D2	54.9	0.62	0.00011999999999999999	36.3	0.0	70	167-241	34-107 (160)
KZP28430	7	PF17560.2 ; Megourin ; Aphid M	21.5	5.7	0.001	23.7	0.0	24	517-540	9-32  (63)
KZP28430	8	PF00168.30 ; C2 ; C2 domain	17.8	6.6	0.0014	25.8	0.0	48	191-243	53-105 (116)
KZP28430	9	PF13166.6 ; AAA_13 ; AAA domai	7.6	23.0	0.0046	32.7	0.0	27	516-553	18-44  (753)
KZP28430	10	PF17107.5 ; SesA ; N-terminal	6.5	28.0	0.0056	23.4	0.0	22	350-371	23-44  (133)
PYI07524	1	PF17100.5 ; NACHT_N ; N-termin	99.1	3.6e-15	7.6e-19	135.7	0.0	136	243-381	82-228 (229)
PYI07524	2	PF17109.5 ; Goodbye ; fungal S	98.2	1.9e-10	3.9e-14	93.6	0.0	111	193-310	1-116 (123)
PYI07524	3	PF05729.12 ; NACHT ; NACHT dom	94.7	0.00028	6.099999999999999e-08	54.4	0.0	24	453-476	1-24  (170)
PYI07524	4	PF01637.18 ; ATPase_2 ; ATPase	94.5	0.00036	8e-08	55.9	0.0	34	440-476	11-44  (209)
PYI07524	5	PF05621.11 ; TniB ; Bacterial	94.1	0.0006	1.3e-07	53.8	0.0	25	452-476	35-59  (191)
PYI07524	6	PF18751.1 ; Ploopntkinase3 ; P	94.0	0.00065	1.4e-07	54.3	0.0	25	452-476	3-27  (187)
PYI07524	7	PF07931.12 ; CPT ; Chloramphen	93.9	0.0007	1.5e-07	52.6	0.0	24	453-476	2-25  (163)
PYI07524	8	PF00931.22 ; NB-ARC ; NB-ARC d	93.9	0.0007099999999999999	1.6e-07	55.0	0.0	35	440-475	7-41  (240)
PYI07524	9	PF13671.6 ; AAA_33 ; AAA domai	93.8	0.00079	1.7e-07	50.9	0.0	23	454-476	1-23  (142)
PYI07524	10	PF13191.6 ; AAA_16 ; AAA ATPas	93.7	0.0008300000000000001	1.8e-07	52.6	0.0	25	452-476	24-48  (189)
KIL58452	1	PF11043.8 ; DUF2856 ; Protein	51.6	0.79	0.00015	22.8	0.0	22	40-62	12-33  (97)
KIL58452	2	PF15894.5 ; SgrT ; Inhibitor o	46.1	1.1	0.00021	19.5	0.0	15	45-59	25-39  (49)
KIL58452	3	PF02037.27 ; SAP ; SAP domain	35.3	1.8	0.0004	14.9	0.0	15	45-59	21-35  (35)
KIL58452	4	PF13124.6 ; DUF3963 ; Protein	34.3	2.3	0.00042	17.6	0.0	11	51-61	12-22  (40)
KIL58452	5	PF18385.1 ; Tiam_CC_Ex ; T-lym	32.4	2.5	0.00047000000000000004	20.8	0.0	19	43-61	21-39  (98)
KIL58452	6	PF13663.6 ; DUF4148 ; Domain o	20.9	5.3	0.0011	16.6	0.0	17	45-61	27-43  (53)
KIL58452	7	PF03931.15 ; Skp1_POZ ; Skp1 f	17.8	6.4	0.0014	15.6	0.0	21	41-61	40-60  (63)
KIL58452	8	PF13050.6 ; DUF3911 ; Protein	12.7	12.0	0.0023	17.1	0.0	13	44-56	6-18  (77)
KIL58452	9	PF02520.17 ; DUF148 ; Domain o	12.7	11.0	0.0023	16.8	0.0	17	46-62	10-26  (103)
KIL58452	10	PF16825.5 ; DUF5075 ; IGP fami	12.3	12.0	0.0024	19.4	0.0	34	28-61	50-84  (171)
SJL11658	1	PF15729.5 ; ALS2CR11 ; Amyotro	96.4	5.9e-06	1.1e-09	70.9	0.0	102	42-148	22-146 (420)
SJL11658	2	PF11618.8 ; C2-C2_1 ; First C2	95.9	2.9999999999999997e-05	5.7e-09	56.2	0.0	99	41-147	6-122 (142)
SJL11658	3	PF17100.5 ; NACHT_N ; N-termin	95.3	0.00011999999999999999	2.2000000000000002e-08	57.7	0.0	110	186-295	82-205 (229)
SJL11658	4	PF00168.30 ; C2 ; C2 domain	92.4	0.0028	5.2e-07	42.3	0.0	94	44-144	1-115 (116)
SJL11658	5	PF17109.5 ; Goodbye ; fungal S	92.0	0.0035	6.5e-07	43.3	0.0	66	186-251	55-121 (123)
SJL11658	6	PF15625.6 ; CC2D2AN-C2 ; CC2D2	65.0	0.33	6.1e-05	34.0	0.0	71	60-132	34-107 (160)
SJL11658	7	PF17111.5 ; Helo_like_N ; Fung	62.1	0.4	7.5e-05	34.3	0.0	23	298-320	112-134 (209)
SJL11658	8	PF15903.5 ; PL48 ; Filopodia u	54.0	0.71	0.00013000000000000002	35.9	0.0	91	43-138	182-274 (343)
SJL11658	9	PF10805.8 ; DUF2730 ; Protein	14.5	10.0	0.0019	22.5	0.0	9	231-239	30-38  (95)
SJL11658	10	PF05659.11 ; RPW8 ; Arabidopsi	13.1	12.0	0.0022	24.2	0.0	20	266-285	65-84  (140)
XP_024406411	1	PF17108.5 ; HET-S ; N-terminal	12.9	12.0	0.0022	12.3	0.0	10	18-27	11-20  (23)
XP_024406411	2	PF06376.12 ; AGP ; Arabinogala	9.7	17.0	0.0033	12.7	0.0	10	17-26	8-17  (33)
XP_024406411	3	PF18649.1 ; EcpB_C ; EcpB C-te	8.7	19.0	0.0038	14.0	0.0	14	16-29	5-18  (72)
XP_024406411	4	PF16211.5 ; Histone_H2A_C ; C-	7.0	24.0	0.0052	10.6	0.0	12	16-27	6-17  (35)
XP_024406411	5	PF03095.15 ; PTPA ; Phosphotyr	6.8	26.0	0.0054	16.7	0.0	18	10-27	111-128 (291)
XP_024406411	6	PF17834.1 ; GHD ; Beta-sandwic	4.3	45.0	0.0096	12.1	0.0	13	20-32	40-52  (72)
XP_024406411	7	PF11558.8 ; HET-s_218-289 ; He	3.8	55.0	0.011000000000000001	11.9	0.0	13	15-27	11-23  (64)
XP_024406411	8	PF17546.2 ; Defb50 ; Beta defe	3.5	69.0	0.012	11.7	0.0	9	14-22	17-25  (50)
XP_024406411	9	PF11567.8 ; PfUIS3 ; Plasmodiu	3.4	68.0	0.013000000000000001	13.5	0.0	9	14-22	25-33  (101)
XP_024406411	10	PF14061.6 ; Mtf2_C ; Polycomb-	3.4	67.0	0.013000000000000001	11.9	0.0	23	4-26	1-23  (52)
PVG01715	1	PF17111.5 ; Helo_like_N ; Fung	96.2	1.4000000000000001e-05	2.6e-09	59.0	0.0	142	96-240	10-151 (209)
PVG01715	2	PF17107.5 ; SesA ; N-terminal	93.5	0.0012	2.2e-07	44.2	0.0	107	110-216	14-131 (133)
PVG01715	3	PF17109.5 ; Goodbye ; fungal S	88.1	0.017	3.1e-06	37.6	0.0	62	75-138	59-120 (123)
PVG01715	4	PF05659.11 ; RPW8 ; Arabidopsi	76.0	0.12	2.3e-05	34.0	0.0	90	114-216	24-113 (140)
PVG01715	5	PF17100.5 ; NACHT_N ; N-termin	73.9	0.15	2.8000000000000003e-05	36.1	0.0	26	97-122	105-130 (229)
PVG01715	6	PF15967.5 ; Nucleoporin_FG2 ;	62.9	0.39	7.099999999999999e-05	39.5	0.0	14	203-216	358-371 (605)
PVG01715	7	PF16560.5 ; SAPI ; Putative mo	42.4	1.5	0.00026000000000000003	29.2	0.0	39	98-136	168-206 (213)
PVG01715	8	PF15967.5 ; Nucleoporin_FG2 ;	31.7	2.7	0.00049	34.0	0.0	16	164-179	400-415 (605)
PVG01715	9	PF15967.5 ; Nucleoporin_FG2 ;	23.4	4.8	0.0008699999999999999	32.4	0.0	11	204-214	352-362 (605)
PVG01715	10	PF07851.13 ; TMPIT ; TMPIT-lik	20.4	6.1	0.0011	28.9	0.0	17	272-288	160-180 (324)
XP_008029344	1	PF17111.5 ; Helo_like_N ; Fung	98.6	3.3e-12	5.9e-16	92.7	0.0	130	3-143	4-142 (209)
XP_008029344	2	PF17107.5 ; SesA ; N-terminal	98.3	6.7e-11	1.2e-14	79.6	0.0	114	7-129	1-132 (133)
XP_008029344	3	PF14479.6 ; HeLo ; Prion-inhib	94.8	0.00028	5e-08	48.7	0.0	131	4-135	3-170 (199)
XP_008029344	4	PF05659.11 ; RPW8 ; Arabidopsi	64.5	0.35	6.3e-05	29.8	0.0	15	113-127	98-112 (140)
XP_008029344	5	PF13120.6 ; DUF3974 ; Domain o	58.8	0.53	9.4e-05	27.1	0.0	58	194-253	30-91  (126)
XP_008029344	6	PF05508.11 ; Ran-binding ; Ran	33.2	2.5	0.00045	29.8	0.0	28	113-140	131-158 (344)
XP_008029344	7	PF16496.5 ; SWIRM-assoc_2 ; SW	18.4	7.2	0.0013	27.9	0.0	19	220-238	228-246 (405)
XP_008029344	8	PF08025.11 ; Antimicrobial_3 ;	10.6	17.0	0.0029	15.2	0.0	6	22-27	15-20  (37)
XP_008029344	9	PF03670.13 ; UPF0184 ; Unchara	10.4	17.0	0.003	19.3	0.0	23	31-53	25-47  (84)
XP_008029344	10	PF13314.6 ; DUF4083 ; Domain o	10.3	17.0	0.003	17.5	0.0	50	1-53	10-59  (59)
XP_024741356	1	PF01083.22 ; Cutinase ; Cutina	98.1	7.000000000000001e-10	1.4e-13	94.6	0.0	125	131-265	4-142 (207)
XP_024741356	2	PF05057.14 ; DUF676 ; Putative	97.8	4.8e-09	9.6e-13	89.2	0.0	123	131-267	4-145 (218)
XP_024741356	3	PF06259.12 ; Abhydrolase_8 ; A	97.7	7.5e-09	1.4999999999999999e-12	86.4	0.0	68	190-264	93-160 (190)
XP_024741356	4	PF02089.15 ; Palm_thioest ; Pa	97.7	1e-08	2.1e-12	89.0	0.0	110	134-264	1-112 (271)
XP_024741356	5	PF03096.14 ; Ndr ; Ndr family	97.6	1.8999999999999998e-08	3.9e-12	86.3	0.0	106	131-261	22-136 (283)
XP_024741356	6	PF02129.18 ; Peptidase_S15 ; X	97.6	2.2999999999999998e-08	4.6e-12	84.2	0.0	114	130-263	16-129 (267)
XP_024741356	7	PF12146.8 ; Hydrolase_4 ; Seri	97.6	2.2999999999999998e-08	4.7000000000000006e-12	82.7	0.0	106	131-261	3-113 (239)
XP_024741356	8	PF00975.20 ; Thioesterase ; Th	97.5	3.3e-08	6.7e-12	80.4	0.0	103	134-261	2-105 (221)
XP_024741356	9	PF05990.12 ; DUF900 ; Alpha/be	97.4	7e-08	1.4e-11	80.5	0.0	125	130-266	11-138 (213)
XP_024741356	10	PF05705.14 ; DUF829 ; Eukaryot	97.3	9.1e-08	1.9e-11	78.7	0.0	111	134-263	1-111 (238)
XP_007271441	1	PF11043.8 ; DUF2856 ; Protein	82.8	0.05	9.4e-06	24.8	0.0	30	4-34	4-33  (97)
XP_007271441	2	PF15894.5 ; SgrT ; Inhibitor o	60.3	0.45	8.499999999999999e-05	18.7	0.0	16	17-32	25-40  (49)
XP_007271441	3	PF13124.6 ; DUF3963 ; Protein	47.0	1.1	0.0002	16.9	0.0	11	23-33	12-22  (40)
XP_007271441	4	PF18385.1 ; Tiam_CC_Ex ; T-lym	46.9	1.1	0.0002	20.0	0.0	19	15-33	21-39  (98)
XP_007271441	5	PF02037.27 ; SAP ; SAP domain	46.1	0.97	0.00021	14.1	0.0	15	17-31	21-35  (35)
XP_007271441	6	PF14203.6 ; TTRAP ; Putative t	30.7	2.7	0.00053	16.3	0.0	18	14-31	11-28  (60)
XP_007271441	7	PF13050.6 ; DUF3911 ; Protein	24.9	4.3	0.00078	17.0	0.0	13	17-29	7-19  (77)
XP_007271441	8	PF16670.5 ; PI-PLC-C1 ; Phosph	24.6	3.9	0.0008	20.4	0.0	23	18-40	108-130 (339)
XP_007271441	9	PF14455.6 ; Metal_CEHH ; Predi	23.8	4.3	0.00084	18.9	0.0	11	11-21	128-138 (177)
XP_007271441	10	PF18194.1 ; Xrn1_D3 ; Exoribon	19.5	5.8	0.0012	15.1	0.0	13	22-34	3-15  (71)
PVF92871	1	PF17100.5 ; NACHT_N ; N-termin	95.6	5.7999999999999994e-05	1.1000000000000001e-08	61.3	0.0	136	204-342	79-227 (229)
PVF92871	2	PF17109.5 ; Goodbye ; fungal S	91.5	0.0046	8.5e-07	43.9	0.0	69	204-272	52-121 (123)
PVF92871	3	PF11618.8 ; C2-C2_1 ; First C2	74.5	0.14	2.7000000000000002e-05	35.6	0.0	68	81-151	33-109 (142)
PVF92871	4	PF15625.6 ; CC2D2AN-C2 ; CC2D2	65.7	0.31	5.7999999999999994e-05	35.2	0.0	67	80-147	35-106 (160)
PVF92871	5	PF17111.5 ; Helo_like_N ; Fung	62.3	0.39	7.4e-05	35.3	0.0	22	325-346	113-134 (209)
PVF92871	6	PF05659.11 ; RPW8 ; Arabidopsi	56.5	0.59	0.00011	32.6	0.0	56	252-307	29-84  (140)
PVF92871	7	PF15903.5 ; PL48 ; Filopodia u	26.6	3.8	0.0006900000000000001	32.3	0.0	71	80-152	201-272 (343)
PVF92871	8	PF00168.30 ; C2 ; C2 domain	22.1	5.0	0.0009599999999999999	24.6	0.0	46	102-148	53-103 (116)
PVF92871	9	PF11043.8 ; DUF2856 ; Protein	16.0	8.9	0.0016	23.9	0.0	31	374-406	4-34  (97)
PVF92871	10	PF15967.5 ; Nucleoporin_FG2 ;	14.0	11.0	0.002	32.3	0.0	11	327-337	359-369 (605)
KDN48800	1	PF17111.5 ; Helo_like_N ; Fung	88.6	0.012	2.6e-06	46.1	0.0	120	234-353	5-135 (209)
