Cluster no	Representative no	Nterm	Nterm_GDT
PVH69802	RAL66767.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	CZR64859.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	ESZ93264.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_018070776.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	KGQ03710.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	OAA39635.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	OAA74751.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	OAR01322.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	PMB70135.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_018709189.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	PQE06837.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	PQE05505.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	PQE25044.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	RAO73139.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RBA13303.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RBR20215.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	CVL02574.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RBA11128.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	KIL84586.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_018756983.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	PNP81422.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	PNP50613.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	RBR24684.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RDB26552.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RDB24713.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RDL39896.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	RDW56684.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_018075165.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	RDW57234.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RDW63468.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RDW63460.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	RDW64455.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RDW79079.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RFN51314.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	RBR15606.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	RFN51877.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	RBR04979.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	RFU28896.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RFU30482.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	RFU30781.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RFU73874.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RFU75632.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RFU75821.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	PTD07997.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	CEF79541.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	EYB21388.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OBS25862.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	PCD28421.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_011321081.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	SCO48097.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KLP11928.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	SCO57664.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	SMQ56093.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	SMR64423.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	SMY29768.1	Lipocalin_5 HELO-LIKE	TYROSINASE
PVH69802	XP_001214821.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001217817.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	PLN78250.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001226485.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_001229990.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_001230052.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001797503.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001829836.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001829837.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_002911555.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001832121.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001832124.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001832141.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001840191.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001840586.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001831083.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001832691.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001838187.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001837986.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001831086.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001838027.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001840582.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001838013.2	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_001932635.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_002152027.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_002380376.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_002481046.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_002482318.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_002485195.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_003042720.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_003047138.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_003047251.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	KPM45976.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_016257862.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_016232835.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_003049369.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_003352004.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_003654866.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_003657808.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_003721297.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_003849600.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	SMR58741.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	SMQ54315.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	SMR61740.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	SMY27955.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_023623065.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_007304284.1	Lipocalin_5 HELO-LIKE	GOODBYE-LIKE
PVH69802	XP_007316703.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	EGO00913.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007313636.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007314862.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	EGO02980.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	EGN98877.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	EGN99239.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	EGO00481.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	EGO03310.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007314828.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	EGO02941.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007320026.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007323422.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007319136.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	EGN97887.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007694398.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	PVH69241.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	RAQ99003.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007682791.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007716868.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_016643693.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007676915.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007718255.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007739225.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_007746415.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007799870.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007801636.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_007828512.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007832847.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	GAW12875.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007840671.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007837820.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007827013.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007838452.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_007840274.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	GAP88566.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OTB01931.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007829044.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007836197.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007920497.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KXT06184.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_008082689.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_008089721.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	GAD92852.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	KZL88344.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	KZL74184.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_009229571.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	KLU89880.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_011325785.1	Lipocalin_5 HELO-LIKE	GOODBYE-LIKE
PVH69802	PTD06253.1	Lipocalin_5 HELO-LIKE	GOODBYE-LIKE
PVH69802	XP_013263008.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_013276952.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_013327204.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_013424499.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_013428392.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_013938032.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_013946211.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_018662801.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_024762794.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	KUI65502.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	RFU79029.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_013946643.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_013950353.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_013953913.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_013955570.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_013961676.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_016231858.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_007738371.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_016616749.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_013270525.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_016257501.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_016599420.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KGO49094.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OQE04697.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KZN86428.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OQE93192.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	EPS29815.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OQE13301.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OQE36933.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OQE41042.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OQE00994.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	CRL19521.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KOS36448.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OQE15662.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OQE23813.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	CRL21329.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KOS37386.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KUM65315.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OQD59911.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OQE01862.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_025384155.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_016603766.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KGO74947.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KUM58625.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KXG49201.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_016622309.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	KIW63805.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_007752153.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_016638345.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_016641443.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_016641571.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	EMR68529.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_016645567.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_016645570.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	PKS06003.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_018063357.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_018075905.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_018078098.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_018131582.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_018142998.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_018172670.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_018172671.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_018185001.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_018239595.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_018381788.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_018659217.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_018687843.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_018690327.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_013289345.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_018757827.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_020118711.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_022474726.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_022577718.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_024553437.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	EMR82006.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_024682288.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_024701917.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_024726030.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KKK13576.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	PVH73760.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_024730521.1	Lipocalin_5 HELO-LIKE	GOODBYE-LIKE
PVH69802	XP_016242694.1	Lipocalin_5 HELO-LIKE	GOODBYE-LIKE
PVH69802	XP_024732144.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	CZT53153.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OIW29604.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	PMD15786.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_024734124.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_024735262.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_024735591.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_024740156.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_024742912.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_024767767.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_024774189.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	EGZ71232.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	KHE81740.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_009851464.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_011393957.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_024778274.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_025434683.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_025437652.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_025492491.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_025500121.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_025441864.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	PYI11146.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	PYI31786.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_025430659.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_025443785.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_025470174.1	Lipocalin_5 HELO-LIKE	HELO-LIKE
PVH69802	XP_025533685.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_025546011.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	EXM05401.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KFY80330.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KIJ31548.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	KIJ42691.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OAQ69417.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_018173200.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OJI99276.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_003042010.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_022284090.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	OAA77723.1	Lipocalin_5 HELO-LIKE	unk
PVH69802	XP_025387960.1	Lipocalin_5 HELO-LIKE	unk
XP_018069258	XP_018069258.1	unk	unk
XP_018069258	PVH76810.1	unk	unk
XP_018069258	CCD33608.1	unk	unk
XP_018069258	CZR66947.1	unk	unk
XP_018069258	EMT62958.1	unk	unk
XP_018069258	EWZ45519.1	unk	unk
XP_018069258	EWY99489.1	unk	unk
XP_018069258	EXM35833.1	unk	unk
XP_018069258	SCN77709.1	unk	unk
XP_018069258	KFZ16660.1	unk	unk
XP_018069258	KIM99222.1	unk	unk
XP_018069258	KIN03544.1	unk	unk
XP_018069258	KIN06970.1	unk	unk
XP_018069258	KJA28345.1	unk	unk
XP_018069258	KKY16983.1	unk	unk
XP_018069258	EMR65959.1	unk	unk
XP_018069258	OAL48075.1	unk	unk
XP_018069258	OCK92924.1	unk	unk
XP_018069258	OCL02493.1	unk	unk
XP_018069258	OCL03826.1	unk	unk
XP_018069258	OCL04896.1	unk	unk
XP_018069258	OOF97361.1	unk	unk
XP_018069258	OQU98830.1	unk	unk
XP_018069258	OQV04091.1	unk	unk
XP_018069258	ORY17482.1	unk	unk
XP_018069258	ORY68368.1	unk	unk
XP_018069258	OTA58882.1	unk	unk
XP_018069258	OTA96807.1	unk	unk
XP_018069258	OTB11080.1	unk	unk
XP_018069258	PMD21984.1	unk	unk
XP_018069258	PMD31900.1	unk	unk
XP_018069258	PMD37816.1	unk	unk
XP_018069258	KIN07657.1	unk	unk
XP_018069258	XP_018067541.1	unk	unk
XP_018069258	PMD38598.1	unk	unk
XP_018069258	PVH71502.1	unk	unk
XP_018069258	PVH72462.1	unk	unk
XP_018069258	PVH80148.1	unk	unk
XP_018069258	PVI03431.1	unk	unk
XP_018069258	RAL60236.1	unk	unk
XP_018069258	RDI87467.1	unk	unk
XP_018069258	XP_001905608.1	unk	unk
XP_018069258	XP_003847774.1	unk	unk
XP_018069258	XP_003850507.1	unk	unk
XP_018069258	XP_007716891.1	unk	unk
XP_018069258	XP_007705433.1	unk	unk
XP_018069258	XP_013330308.1	unk	unk
XP_018069258	XP_013942965.1	unk	unk
XP_018069258	OCL12857.1	unk	unk
XP_018069258	XP_013274995.1	unk	unk
XP_018069258	XP_025521429.1	unk	unk
XP_018069258	XP_013953906.1	unk	unk
XP_018069258	XP_024748413.1	unk	unk
XP_018069258	XP_016253021.1	unk	unk
XP_018069258	XP_018035102.1	unk	unk
XP_018069258	XP_018066880.1	unk	unk
XP_018069258	XP_024735307.1	unk	unk
XP_018069258	XP_024741211.1	unk	unk
XP_018069258	XP_025466123.1	unk	unk
XP_018069258	PYI29498.1	unk	unk
XP_018069258	EMR66196.1	unk	unk
XP_018069258	KXX75781.1	unk	unk
XP_018069258	XP_003047017.1	unk	unk
XP_018069258	XP_024726982.1	unk	unk
XP_018069258	XP_024703720.1	unk	unk
XP_018069258	KXT14840.1	unk	unk
XP_020125294	XP_020125294.1	GOODBYE-LIKE	unk
XP_020125294	OQV03005.1	GOODBYE-LIKE	unk
XP_020125294	EPE06892.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	KLU87445.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	XP_009217365.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	KPM43910.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	OOO06013.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	KJK64202.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	KOC18392.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	OJJ33906.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	PIG89317.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	RAQ55095.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	RAQ61454.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	XP_002378489.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	XP_015403498.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	XP_022393965.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	XP_025397043.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	XP_011118871.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	EPS38454.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	XP_025485646.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	KFA81112.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	KIL89358.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	PKS11690.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	KIW68604.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	KZL67133.1	GOODBYE-LIKE	unk
XP_020125294	OQE09135.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	OTB18817.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	PQE06277.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	RDI86300.1	GOODBYE-LIKE	unk
XP_020125294	XP_007831718.1	GOODBYE-LIKE	unk
XP_020125294	XP_020131262.1	GOODBYE-LIKE	unk
XP_020125294	XP_020133911.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	EKG19420.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	KKY27422.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	XP_025473482.1	GOODBYE-LIKE	GOODBYE-LIKE
XP_020125294	XP_025508029.1	GOODBYE-LIKE	GOODBYE-LIKE
CVK89761	CVK89761.1	HELO-LIKE	unk
CVK89761	CVK93353.1	HELO-LIKE	unk
CVK89761	CZR39389.1	HELO-LIKE	unk
CVK89761	EWZ97664.1	HELO-LIKE	unk
CVK89761	EWZ97665.1	HELO-LIKE	unk
CVK89761	EXA50788.1	HELO-LIKE	unk
CVK89761	EXA50789.1	HELO-LIKE	unk
CVK89761	EXK99824.1	HELO-LIKE	unk
CVK89761	EXK99825.1	HELO-LIKE	unk
CVK89761	EXL62868.1	HELO-LIKE	unk
CVK89761	EXL62869.1	HELO-LIKE	unk
CVK89761	EXL79798.1	HELO-LIKE	unk
CVK89761	EXL79799.1	HELO-LIKE	unk
CVK89761	EXM07821.1	HELO-LIKE	unk
CVK89761	EXM07822.1	HELO-LIKE	unk
CVK89761	KLP04687.1	HELO-LIKE	unk
CVK89761	KLP08182.1	HELO-LIKE	unk
CVK89761	PCD37458.1	HELO-LIKE	unk
CVK89761	SCN94395.1	HELO-LIKE	unk
CVK89761	SCO34268.1	HELO-LIKE	unk
CVK89761	SCO48776.1	HELO-LIKE	unk
CVK89761	SCO83952.1	HELO-LIKE	unk
CVK89761	SCV26765.1	HELO-LIKE	unk
CVK89761	XP_018234256.1	HELO-LIKE	unk
CVK89761	XP_018234257.1	HELO-LIKE	unk
CVK89761	XP_018754057.1	HELO-LIKE	unk
CVK89761	XP_018754058.1	HELO-LIKE	unk
CVK89761	KIL91005.1	HELO-LIKE	unk
CVK90509	CVK90509.1	unk	unk
CVK90509	CVK99771.1	unk	unk
CVK90509	CZR42029.1	unk	unk
CVK90509	EGU76842.1	unk	unk
CVK90509	ENH65416.1	unk	unk
CVK90509	EWY88995.1	unk	unk
CVK90509	EWZ39483.1	unk	unk
CVK90509	EWZ88419.1	unk	unk
CVK90509	EXA40276.1	unk	unk
CVK90509	EXK98397.1	unk	unk
CVK90509	EXL51030.1	unk	unk
