Cluster no	No	Hit	Prob	E-value	P-value	Score	SS	Cols	Query HMM	Template HMM
CVK90509	2	PF07573.11 ; AreA_N ; Nitrogen	5.0	40.0	0.0078	20.8	0.0	16	145-160	69-84  (94)
CVK90509	3	PF17834.1 ; GHD ; Beta-sandwic	4.7	36.0	0.0085	18.1	0.0	16	30-45	39-54  (72)
CVK90509	4	PF00976.18 ; ACTH_domain ; Cor	2.7	80.0	0.017	13.4	0.0	14	37-50	1-14  (19)
CVK90509	5	PF03441.14 ; FAD_binding_7 ; F	2.4	80.0	0.02	19.0	0.0	19	145-163	33-51  (201)
CVK90509	6	PF14830.6 ; Haemocyan_bet_s ;	2.0	110.0	0.024	18.2	0.0	34	113-146	55-94  (109)
CVK90509	7	PF03273.13 ; Baculo_gp64 ; Bac	1.9	120.0	0.026000000000000002	22.5	0.0	27	125-151	398-424 (489)
CVK90509	8	PF04824.16 ; Rad21_Rec8 ; Cons	1.7	110.0	0.028999999999999998	13.0	0.0	23	118-140	21-43  (55)
CVK90509	9	PF12266.8 ; DUF3613 ; Protein	1.6	150.0	0.032	16.0	0.0	24	106-129	34-57  (65)
CVK90509	10	PF06405.11 ; RCC_reductase ; R	1.6	130.0	0.033	18.2	0.0	20	31-50	77-96  (254)
KIM76096	1	PF17111.5 ; Helo_like_N ; Fung	82.1	0.05	1e-05	41.8	0.0	112	190-301	17-135 (209)
KIM76096	2	PF17100.5 ; NACHT_N ; N-termin	66.6	0.26	5.4000000000000005e-05	38.5	0.0	57	239-295	170-226 (229)
KIM76096	3	PF17109.5 ; Goodbye ; fungal S	56.4	0.55	0.00011	32.9	0.0	67	158-224	52-119 (123)
KIM76096	4	PF17107.5 ; SesA ; N-terminal	49.0	0.85	0.00016999999999999999	31.6	0.0	26	201-226	18-43  (133)
KIM76096	5	PF15967.5 ; Nucleoporin_FG2 ;	26.6	3.6	0.0006900000000000001	36.9	0.0	17	279-295	357-373 (605)
KIM76096	6	PF16560.5 ; SAPI ; Putative mo	25.0	4.3	0.00078	30.2	0.0	39	186-224	169-207 (213)
KIM76096	7	PF11043.8 ; DUF2856 ; Protein	24.1	4.4	0.0008300000000000001	27.0	0.0	31	358-392	3-33  (97)
KIM76096	8	PF05659.11 ; RPW8 ; Arabidopsi	22.4	4.8	0.0009400000000000001	28.4	0.0	49	244-293	64-113 (140)
KIM76096	9	PF10805.8 ; DUF2730 ; Protein	13.0	11.0	0.0022	23.9	0.0	49	203-255	27-75  (95)
KIM76096	10	PF15967.5 ; Nucleoporin_FG2 ;	10.0	16.0	0.0032	32.0	0.0	21	240-260	354-374 (605)
OTB01310	1	PF08357.11 ; SEFIR ; SEFIR dom	84.1	0.032	7.499999999999999e-06	43.2	0.0	39	119-162	1-40  (160)
OTB01310	2	PF11691.8 ; DUF3288 ; Protein	9.7	17.0	0.0033	25.4	0.0	36	248-283	11-46  (89)
OTB01310	3	PF12712.7 ; DUF3805 ; Domain o	8.1	21.0	0.0042	26.9	0.0	23	267-289	124-146 (152)
OTB01310	4	PF08331.10 ; DUF1730 ; Domain	4.3	44.0	0.0096	20.7	0.0	22	245-266	34-55  (78)
OTB01310	5	PF14684.6 ; Tricorn_C1 ; Trico	3.0	65.0	0.015	18.0	0.0	29	238-266	27-55  (70)
OTB01310	6	PF10776.9 ; DUF2600 ; Protein	2.8	81.0	0.016	26.2	0.0	57	210-266	101-160 (329)
OTB01310	7	PF15979.5 ; Glyco_hydro_115 ;	2.8	78.0	0.016	26.0	0.0	46	172-217	143-188 (333)
OTB01310	8	PF14127.6 ; DUF4294 ; Domain o	2.6	89.0	0.018000000000000002	22.8	0.0	50	343-393	74-123 (152)
OTB01310	9	PF14106.6 ; DUF4279 ; Domain o	2.3	87.0	0.02	19.6	0.0	62	92-155	52-115 (117)
OTB01310	10	PF09010.10 ; AsiA ; Anti-Sigma	2.3	110.0	0.021	20.3	0.0	27	322-348	52-78  (80)
PTB75150	1	PF17100.5 ; NACHT_N ; N-termin	98.9	4.8e-14	9.9e-18	127.1	0.0	133	245-377	84-227 (229)
PTB75150	2	PF17109.5 ; Goodbye ; fungal S	98.3	9.299999999999999e-11	1.9e-14	94.6	0.0	118	190-310	1-123 (123)
PTB75150	3	PF05729.12 ; NACHT ; NACHT dom	94.6	0.00033	7e-08	53.9	0.0	23	452-474	2-24  (170)
PTB75150	4	PF05621.11 ; TniB ; Bacterial	94.3	0.00045	9.5e-08	54.6	0.0	25	450-474	35-59  (191)
PTB75150	5	PF13191.6 ; AAA_16 ; AAA ATPas	94.0	0.00067	1.4e-07	53.2	0.0	24	451-474	25-48  (189)
PTB75150	6	PF01637.18 ; ATPase_2 ; ATPase	93.9	0.00073	1.6e-07	53.8	0.0	25	450-474	20-44  (209)
PTB75150	7	PF18751.1 ; Ploopntkinase3 ; P	93.9	0.0007599999999999999	1.6e-07	53.7	0.0	25	450-474	3-27  (187)
PTB75150	8	PF13671.6 ; AAA_33 ; AAA domai	93.9	0.0007700000000000001	1.6e-07	50.8	0.0	23	452-474	1-23  (142)
PTB75150	9	PF13238.6 ; AAA_18 ; AAA domai	93.9	0.00078	1.6e-07	48.7	0.0	22	453-474	1-22  (108)
PTB75150	10	PF07931.12 ; CPT ; Chloramphen	93.8	0.0008300000000000001	1.7e-07	52.0	0.0	24	451-474	2-25  (163)
PWW73239	1	PF08043.12 ; Xin ; Xin repeat	31.3	2.7	0.0005099999999999999	17.4	0.0	10	117-126	4-13  (16)
PWW73239	2	PF16496.5 ; SWIRM-assoc_2 ; SW	19.1	5.9	0.0012	28.7	0.0	45	91-135	189-246 (405)
PWW73239	3	PF09907.9 ; HigB_toxin ; HigB_	11.6	12.0	0.0026	19.4	0.0	13	119-131	62-74  (74)
PWW73239	4	PF17106.5 ; NACHT_sigma ; Sigm	8.7	19.0	0.0038	17.3	0.0	18	57-74	19-36  (43)
PWW73239	5	PF07750.11 ; GcrA ; GcrA cell	3.1	64.0	0.013999999999999999	18.4	0.0	15	112-126	120-134 (171)
PWW73239	6	PF05385.11 ; Adeno_E4 ; Mastad	2.2	120.0	0.022000000000000002	17.3	0.0	28	92-119	51-78  (108)
PWW73239	7	PF15669.5 ; CCDC24 ; Coiled-co	2.0	120.0	0.024	18.6	0.0	40	90-129	149-188 (212)
PWW73239	8	PF04866.12 ; Rota_NS6 ; Rotavi	1.7	160.0	0.027999999999999997	16.2	0.0	22	106-127	55-78  (92)
PWW73239	9	PF03325.13 ; Herpes_PAP ; Herp	1.6	170.0	0.032	17.7	0.0	30	91-120	37-66  (166)
PWW73239	10	PF05595.11 ; DUF771 ; Domain o	1.6	150.0	0.032	14.7	0.0	19	117-135	68-86  (90)
KKO96662	1	PF17100.5 ; NACHT_N ; N-termin	99.9	1.4e-29	2.7e-33	232.1	0.0	225	141-371	1-228 (229)
KKO96662	2	PF17109.5 ; Goodbye ; fungal S	96.0	2e-05	3.9e-09	60.5	0.0	68	223-291	54-122 (123)
KKO96662	3	PF02223.17 ; Thymidylate_kin ;	89.4	0.01	2e-06	45.5	0.0	24	455-478	2-25  (181)
KKO96662	4	PF13238.6 ; AAA_18 ; AAA domai	87.2	0.019	3.9e-06	40.0	0.0	20	455-474	4-23  (108)
KKO96662	5	PF13671.6 ; AAA_33 ; AAA domai	86.0	0.026000000000000002	5.0999999999999995e-06	41.0	0.0	20	455-474	5-24  (142)
KKO96662	6	PF13207.6 ; AAA_17 ; AAA domai	85.6	0.027999999999999997	5.6e-06	39.9	0.0	19	456-474	2-20  (133)
KKO96662	7	PF18751.1 ; Ploopntkinase3 ; P	85.2	0.03	6e-06	43.0	0.0	22	454-475	8-29  (187)
KKO96662	8	PF13521.6 ; AAA_28 ; AAA domai	85.1	0.031	6.2e-06	42.1	0.0	18	455-472	5-22  (159)
KKO96662	9	PF10649.9 ; DUF2478 ; Protein	85.1	0.032	6.2e-06	42.4	0.0	22	455-476	4-25  (157)
KKO96662	10	PF06414.12 ; Zeta_toxin ; Zeta	84.5	0.035	6.900000000000001e-06	43.2	0.0	23	452-474	17-39  (196)
EMT62740	1	PF00082.22 ; Peptidase_S8 ; Su	99.8	4.4e-26	8.7e-30	208.7	0.0	213	68-293	1-247 (286)
EMT62740	2	PF14097.6 ; SpoVAE ; Stage V s	57.8	0.55	0.0001	34.4	0.0	74	153-226	12-95  (177)
EMT62740	3	PF05922.16 ; Inhibitor_I9 ; Pe	35.2	2.0	0.0004	25.8	0.0	28	1-28	56-83  (86)
EMT62740	4	PF13940.6 ; Ldr_toxin ; Toxin	33.6	2.4	0.00044	21.6	0.0	14	274-287	14-27  (35)
EMT62740	5	PF16361.5 ; Peptidase_S8_N ; N	16.6	7.8	0.0015	25.6	0.0	23	7-29	75-97  (141)
EMT62740	6	PF15894.5 ; SgrT ; Inhibitor o	11.3	15.0	0.0027	20.1	0.0	14	404-417	26-39  (49)
EMT62740	7	PF02601.15 ; Exonuc_VII_L ; Ex	9.2	18.0	0.0035	27.6	0.0	65	133-204	44-115 (318)
EMT62740	8	PF17763.1 ; Asparaginase_C ; G	8.0	22.0	0.0043	22.0	0.0	33	168-200	27-59  (112)
EMT62740	9	PF13607.6 ; Succ_CoA_lig ; Suc	6.6	28.0	0.0055	22.4	0.0	40	153-192	42-81  (138)
EMT62740	10	PF07765.12 ; KIP1 ; KIP1-like	5.2	40.0	0.0075	19.5	0.0	24	390-413	4-27  (74)
SCN82178	1	PF17046.5 ; Ses_B ; SesB domai	95.9	2.9999999999999997e-05	5.8e-09	32.8	0.0	23	15-37	5-27  (28)
SCN82178	2	PF08944.11 ; p47_phox_C ; NADP	11.8	13.0	0.0025	14.3	0.0	11	45-55	4-14  (33)
SCN82178	3	PF10606.9 ; GluR_Homer-bdg ; H	10.5	16.0	0.003	15.5	0.0	6	49-54	3-8   (51)
SCN82178	4	PF17108.5 ; HET-S ; N-terminal	9.1	20.0	0.0036	12.7	0.0	13	21-33	9-21  (23)
SCN82178	5	PF05931.11 ; AgrD ; Staphyloco	5.9	32.0	0.0064	12.9	0.0	8	41-48	30-37  (44)
SCN82178	6	PF05968.11 ; Bacillus_PapR ; B	5.2	41.0	0.0074	13.6	0.0	19	5-23	5-23  (45)
SCN82178	7	PF12427.8 ; DUF3665 ; Branched	5.0	43.0	0.0078	11.5	0.0	10	45-54	6-15  (22)
SCN82178	8	PF16602.5 ; USP19_linker ; Lin	4.6	49.0	0.0088	16.0	0.0	18	42-59	79-96  (123)
SCN82178	9	PF17990.1 ; LodA_N ; L-Lysine	3.3	68.0	0.013000000000000001	16.9	0.0	14	40-53	20-33  (235)
SCN82178	10	PF07415.11 ; Herpes_LMP2 ; Gam	2.7	96.0	0.017	17.5	0.0	10	45-54	51-60  (497)
XP_011123815	1	PF08043.12 ; Xin ; Xin repeat	40.4	1.6	0.00029	15.4	0.0	10	120-129	4-13  (16)
XP_011123815	2	PF14144.6 ; DOG1 ; Seed dorman	34.4	2.2	0.00042	21.6	0.0	15	133-147	51-65  (77)
XP_011123815	3	PF11483.8 ; DUF3209 ; Protein	32.0	2.7	0.00049	23.4	0.0	15	11-25	3-20  (122)
XP_011123815	4	PF16496.5 ; SWIRM-assoc_2 ; SW	27.8	3.4	0.00064	27.9	0.0	46	93-138	189-246 (405)
XP_011123815	5	PF06516.11 ; NUP ; Purine nucl	22.1	5.0	0.0009599999999999999	25.5	0.0	12	10-21	241-252 (329)
XP_011123815	6	PF09069.11 ; EF-hand_3 ; EF-ha	20.0	6.0	0.0011	20.2	0.0	17	129-145	69-85  (92)
XP_011123815	7	PF18532.1 ; DUF5621 ; Domain o	10.3	17.0	0.003	20.3	0.0	23	110-132	61-83  (140)
XP_011123815	8	PF06957.11 ; COPI_C ; Coatomer	7.2	26.0	0.0049	22.9	0.0	20	34-53	306-325 (413)
XP_011123815	9	PF05621.11 ; TniB ; Bacterial	6.0	31.0	0.0062	17.5	0.0	11	141-151	36-46  (191)
XP_011123815	10	PF01057.17 ; Parvo_NS1 ; Parvo	5.8	33.0	0.0065	19.8	0.0	13	139-151	117-129 (284)
PVH78576	1	PF17111.5 ; Helo_like_N ; Fung	99.4	2.6e-17	4.6e-21	105.3	0.0	136	8-159	1-136 (209)
PVH78576	2	PF17107.5 ; SesA ; N-terminal	98.3	7.7e-11	1.3999999999999999e-14	69.3	0.0	121	14-151	1-132 (133)
PVH78576	3	PF00599.17 ; Flu_M2 ; Influenz	86.9	0.023	4.1e-06	28.5	0.0	24	7-30	22-45  (97)
PVH78576	4	PF14479.6 ; HeLo ; Prion-inhib	85.2	0.034	6.1e-06	32.4	0.0	45	17-65	9-53  (199)
PVH78576	5	PF06103.11 ; DUF948 ; Bacteria	55.5	0.66	0.00011999999999999999	22.4	0.0	28	25-52	14-41  (87)
PVH78576	6	PF15967.5 ; Nucleoporin_FG2 ;	53.6	0.74	0.00013000000000000002	31.5	0.0	16	138-153	352-367 (605)
PVH78576	7	PF06667.12 ; PspB ; Phage shoc	36.6	2.1	0.00036	19.9	0.0	24	43-66	41-64  (73)
PVH78576	8	PF15967.5 ; Nucleoporin_FG2 ;	34.6	2.3	0.00041	28.8	0.0	18	49-66	356-373 (605)
PVH78576	9	PF12998.7 ; ING ; Inhibitor of	32.8	2.6	0.00045999999999999996	20.4	0.0	36	31-66	2-37  (99)
PVH78576	10	PF06120.11 ; Phage_HK97_TLTM ;	32.5	2.7	0.00047000000000000004	25.5	0.0	48	12-62	20-67  (295)
OAQ28206	1	PF05918.11 ; API5 ; Apoptosis	22.3	4.3	0.00095	39.9	0.0	110	554-677	45-162 (540)
OAQ28206	2	PF12348.8 ; CLASP_N ; CLASP N	17.6	5.5	0.0014	30.7	0.0	71	646-719	131-205 (227)
OAQ28206	3	PF14165.6 ; YtzH ; YtzH-like p	16.6	7.6	0.0015	29.3	0.0	69	622-694	5-86  (86)
OAQ28206	4	PF13998.6 ; MgrB ; MgrB protei	12.2	13.0	0.0024	22.6	0.0	17	633-649	7-23  (29)
OAQ28206	5	PF14098.6 ; SSPI ; Small, acid	7.5	24.0	0.0046	24.9	0.0	49	623-673	14-62  (64)
OAQ28206	6	PF01602.20 ; Adaptin_N ; Adapt	6.6	22.0	0.0055	30.7	0.0	72	642-719	457-539 (541)
OAQ28206	7	PF10508.9 ; Proteasom_PSMB ; P	6.5	22.0	0.0056	30.5	0.0	76	440-526	81-156 (504)
OAQ28206	8	PF14071.6 ; YlbD_coat ; Putati	5.9	32.0	0.0065	26.5	0.0	28	542-569	62-90  (114)
OAQ28206	9	PF01602.20 ; Adaptin_N ; Adapt	5.7	26.0	0.0067	30.1	0.0	35	642-678	261-296 (541)
OAQ28206	10	PF15967.5 ; Nucleoporin_FG2 ;	5.7	32.0	0.0067	33.6	0.0	28	361-388	249-276 (605)
PPJ51655	1	PF06985.11 ; HET ; Heterokaryo	99.7	1.1e-21	2.3e-25	163.4	0.0	116	174-292	1-127 (127)
PPJ51655	2	PF06394.13 ; Pepsin-I3 ; Pepsi	19.5	6.1	0.0012	25.6	0.0	29	27-55	36-64  (74)
PPJ51655	3	PF03221.16 ; HTH_Tnp_Tc5 ; Tc5	10.6	14.0	0.0029	20.6	0.0	31	31-62	1-32  (66)
PPJ51655	4	PF12426.8 ; DUF3674 ; RNA depe	7.4	26.0	0.0047	19.8	0.0	27	31-57	3-29  (41)
PPJ51655	5	PF02258.16 ; SLT_beta ; Shiga-	4.3	54.0	0.0096	19.8	0.0	24	276-299	23-46  (70)
PPJ51655	6	PF01099.17 ; Uteroglobin ; Ute	3.3	65.0	0.013000000000000001	20.0	0.0	24	226-249	64-87  (89)
PPJ51655	7	PF09045.10 ; L27_2 ; L27_2	3.2	71.0	0.013999999999999999	18.7	0.0	19	276-294	32-50  (58)
PPJ51655	8	PF06708.11 ; DUF1195 ; Protein	3.2	75.0	0.013999999999999999	22.5	0.0	21	232-252	79-99  (147)
PPJ51655	9	PF16527.5 ; CpxA_peri ; Two-co	2.9	75.0	0.016	20.7	0.0	28	35-62	75-102 (134)
PPJ51655	10	PF09252.10 ; Feld-I_B ; Allerg	2.1	110.0	0.023	17.7	0.0	23	227-249	42-64  (67)
