Cluster no	Representative no	Nterm
XP_013276951.1	XP_025470558.1	SESB-LIKE
XP_013276951.1	XP_025482029.1	SESB-LIKE
XP_013276951.1	XP_025519756.1	SESB-LIKE
XP_013276951.1	XP_025533987.1	SESB-LIKE
XP_013276951.1	XP_025567775.1	SESB-LIKE
XP_013276951.1	XP_025580052.1	SESB-LIKE
XP_013276951.1	PZD29319.1	SESB-LIKE SESB-LIKE
XP_013276951.1	PWO07047.1	SESB-LIKE SESB-LIKE
XP_013276951.1	PWO20409.1	SESB-LIKE SESB-LIKE
XP_013276951.1	PZC88543.1	SESB-LIKE SESB-LIKE
XP_013276951.1	PZC99746.1	SESB-LIKE SESB-LIKE
XP_013276951.1	XP_001939988.1	SESB-LIKE
XP_013276951.1	PZD38680.1	SESB-LIKE
XP_013276951.1	PZC94561.1	SESB-LIKE
XP_013276951.1	PZD22588.1	SESB-LIKE
XP_013276951.1	RAL59989.1	SESB-LIKE
XP_013276951.1	RAO71371.1	SESB-LIKE
XP_013276951.1	RAR00148.1	SESB-LIKE
XP_013276951.1	KNG45755.1	SESB-LIKE
XP_013276951.1	RAR00817.1	SESB-LIKE
XP_013276951.1	KNG48873.1	SESB-LIKE
XP_013276951.1	XP_007706065.1	SESB-LIKE
XP_013276951.1	RAR03116.1	SESB-LIKE
XP_013276951.1	RAR03781.1	SESB-LIKE
XP_013276951.1	KNG46426.1	SESB-LIKE
XP_013276951.1	RAR14369.1	SESB-LIKE
XP_013276951.1	KNG45163.1	SESB-LIKE
XP_013276951.1	KLU88594.1	SESB-LIKE
XP_013276951.1	RBA10372.1	SESB-LIKE
XP_013276951.1	RBQ83956.1	SESB-LIKE
XP_013276951.1	RBQ65876.1	SESB-LIKE
XP_013276951.1	RBQ87123.1	SESB-LIKE
XP_013276951.1	RBQ97876.1	SESB-LIKE
XP_013276951.1	CRK22522.1	SESB-LIKE
XP_013276951.1	XP_003008287.1	SESB-LIKE
XP_013276951.1	XP_009651899.1	SESB-LIKE
XP_013276951.1	RBR09691.1	SESB-LIKE
XP_013276951.1	RBR18858.1	SESB-LIKE
XP_013276951.1	RBA22837.1	SESB-LIKE PFD-LIKE PFD-LIKE
XP_013276951.1	RBQ98158.1	SESB-LIKE
XP_013276951.1	RBR21054.1	SESB-LIKE
XP_013276951.1	RDA85187.1	SESB-LIKE
XP_013276951.1	RCI15173.1	SESB-LIKE
XP_013276951.1	RDA94471.1	SESB-LIKE
XP_013276951.1	RDA85631.1	SESB-LIKE
XP_013276951.1	EQL01948.1	SESB-LIKE
XP_013276951.1	RCI15366.1	SESB-LIKE
XP_013276951.1	RDA94102.1	SESB-LIKE
XP_013276951.1	RDW64642.1	SESB-LIKE SESB-LIKE
XP_013276951.1	RFU78839.1	SESB-LIKE
XP_013276951.1	XP_008603231.1	SESB-LIKE
XP_013276951.1	RDA86385.1	SESB-LIKE
XP_013276951.1	RDL31471.1	SESB-LIKE
XP_013276951.1	RDL31530.1	SESB-LIKE
XP_013276951.1	RDL33135.1	SESB-LIKE
XP_013276951.1	RDL36402.1	SESB-LIKE
XP_013276951.1	RDL36701.1	SESB-LIKE
XP_013276951.1	RDL37811.1	SESB-LIKE
XP_013276951.1	RDL38237.1	SESB-LIKE
XP_013276951.1	RDL42485.1	SESB-LIKE
XP_013276951.1	RDW56905.1	SESB-LIKE
XP_013276951.1	RDW57492.1	SESB-LIKE
XP_013276951.1	RDW58335.1	SESB-LIKE
XP_013276951.1	XP_007831728.1	SESB-LIKE
XP_013276951.1	KND87194.1	SESB-LIKE
XP_013276951.1	RDW57768.1	SESB-LIKE
XP_013276951.1	RDW58735.1	SESB-LIKE
XP_013276951.1	RDW57811.1	SESB-LIKE
XP_013276951.1	RDW58661.1	SESB-LIKE
XP_013276951.1	RDW58642.1	SESB-LIKE
XP_013276951.1	RDW57837.1	SESB-LIKE
XP_013276951.1	RDW58786.1	SESB-LIKE
XP_013276951.1	RDW58801.1	SESB-LIKE
XP_013276951.1	RDW58861.1	SESB-LIKE
XP_013276951.1	RDW59145.1	SESB-LIKE
XP_013276951.1	RDW63678.1	SESB-LIKE
XP_013276951.1	RDW59896.1	SESB-LIKE
XP_013276951.1	RDW65591.1	SESB-LIKE
XP_013276951.1	RDW60746.1	SESB-LIKE
XP_013276951.1	RDW61987.1	SESB-LIKE
XP_013276951.1	RDW67034.1	SESB-LIKE
XP_013276951.1	RDW63381.1	SESB-LIKE
XP_013276951.1	RDW57313.1	SESB-LIKE
XP_013276951.1	RDW64629.1	SESB-LIKE
XP_013276951.1	RDW68629.1	SESB-LIKE
XP_013276951.1	RDW65049.1	SESB-LIKE
XP_013276951.1	RDW65062.1	SESB-LIKE
XP_013276951.1	RDW68222.1	SESB-LIKE
XP_013276951.1	RDW65601.1	SESB-LIKE
XP_013276951.1	RDW59908.1	SESB-LIKE
XP_013276951.1	RDW67573.1	SESB-LIKE
XP_013276951.1	RDW70985.1	SESB-LIKE
XP_013276951.1	KIM94317.1	SESB-LIKE
XP_013276951.1	KIN05367.1	SESB-LIKE
XP_013276951.1	OBT48279.1	SESB-LIKE SESB-LIKE
XP_013276951.1	OBT51237.1	SESB-LIKE
XP_013276951.1	KFX90052.1	SESB-LIKE
XP_013276951.1	KFX98191.1	SESB-LIKE
XP_013276951.1	KFY48789.1	SESB-LIKE
XP_013276951.1	KFY65802.1	SESB-LIKE
XP_013276951.1	OBT73867.1	SESB-LIKE
XP_013276951.1	KFX97135.1	SESB-LIKE
XP_013276951.1	KFY02433.1	SESB-LIKE
XP_013276951.1	KFY04126.1	SESB-LIKE
XP_013276951.1	KFY07138.1	SESB-LIKE
XP_013276951.1	KFY32634.1	SESB-LIKE
XP_013276951.1	KFY42768.1	SESB-LIKE
XP_013276951.1	KFY60010.1	SESB-LIKE
XP_013276951.1	KFY74489.1	SESB-LIKE
XP_013276951.1	KFZ04937.1	SESB-LIKE
XP_013276951.1	KFZ13047.1	SESB-LIKE
XP_013276951.1	OBT52935.1	SESB-LIKE
XP_013276951.1	OBT67299.1	SESB-LIKE
XP_013276951.1	OBT72260.1	SESB-LIKE
XP_013276951.1	OBT89818.1	SESB-LIKE
XP_013276951.1	OBT99060.2	SESB-LIKE
XP_013276951.1	XP_018132793.1	SESB-LIKE
XP_013276951.1	RDW83502.1	SESB-LIKE
XP_013276951.1	XP_008088737.1	SESB-LIKE
XP_013276951.1	XP_024726186.1	SESB-LIKE
XP_013276951.1	KIM96966.1	SESB-LIKE
XP_013276951.1	RDW77997.1	SESB-LIKE
XP_013276951.1	RDW78214.1	SESB-LIKE
XP_013276951.1	RDW82749.1	SESB-LIKE
XP_013276951.1	RDW84265.1	SESB-LIKE
XP_013276951.1	RDW86698.1	SESB-LIKE
XP_013276951.1	RDW87439.1	SESB-LIKE
XP_013276951.1	RDW73350.1	SESB-LIKE
XP_013276951.1	RDW87769.1	SESB-LIKE
XP_013276951.1	RDW73010.1	SESB-LIKE
XP_013276951.1	RDW89219.1	SESB-LIKE
XP_013276951.1	RDW70414.1	SESB-LIKE
XP_013276951.1	RDW89694.1	SESB-LIKE
XP_013276951.1	RDW91132.1	SESB-LIKE
XP_013276951.1	RDW58022.1	SESB-LIKE
XP_013276951.1	RDW91693.1	SESB-LIKE
XP_013276951.1	RDW60574.1	SESB-LIKE
XP_013276951.1	KIM97273.1	SESB-LIKE
XP_013276951.1	RDW94780.1	SESB-LIKE
XP_013276951.1	RFN45021.1	SESB-LIKE
XP_013276951.1	RFU23947.1	SESB-LIKE
XP_013276951.1	RFU24043.1	SESB-LIKE
XP_013276951.1	PVH83321.1	SESB-LIKE
XP_013276951.1	RDW75280.1	SESB-LIKE
XP_013276951.1	RDW85549.1	SESB-LIKE
XP_013276951.1	XP_020127526.1	SESB-LIKE
XP_013276951.1	RFU24716.1	SESB-LIKE
XP_013276951.1	ATY59298.1	SESB-LIKE
XP_013276951.1	EFQ88873.1	SESB-LIKE
XP_013276951.1	EFQ90125.1	SESB-LIKE
XP_013276951.1	EFW23012.1	SESB-LIKE
XP_013276951.1	XP_001242278.2	SESB-LIKE
XP_013276951.1	XP_003069533.1	SESB-LIKE
XP_013276951.1	EKG17144.1	SESB-LIKE
XP_013276951.1	EXF76193.1	SESB-LIKE
XP_013276951.1	KXH65425.1	SESB-LIKE
XP_013276951.1	KZL79517.1	SESB-LIKE
XP_013276951.1	GAW14603.1	SESB-LIKE
XP_013276951.1	KEY66276.1	SESB-LIKE SESB-LIKE
XP_013276951.1	KFA49866.1	SESB-LIKE SESB-LIKE
XP_013276951.1	KFA54533.1	SESB-LIKE
XP_013276951.1	KEY74437.1	SESB-LIKE
XP_013276951.1	KFY20927.1	SESB-LIKE
XP_013276951.1	KFY38625.1	SESB-LIKE
XP_013276951.1	KFY10590.1	SESB-LIKE
XP_013276951.1	KFY93443.1	SESB-LIKE
XP_013276951.1	KFY65556.1	SESB-LIKE
XP_013276951.1	KFY99826.1	SESB-LIKE
XP_013276951.1	KFZ22759.1	SESB-LIKE
XP_013276951.1	KFY73013.1	SESB-LIKE
XP_013276951.1	OBT59061.1	SESB-LIKE
XP_013276951.1	OBT62656.1	SESB-LIKE
XP_013276951.1	OBT93747.2	SESB-LIKE
XP_013276951.1	XP_008084846.1	SESB-LIKE
XP_013276951.1	XP_018127480.1	SESB-LIKE
XP_013276951.1	KGO37426.1	SESB-LIKE
XP_013276951.1	KGO65030.1	SESB-LIKE
XP_013276951.1	KXG47092.1	SESB-LIKE
XP_013276951.1	OQE07487.1	SESB-LIKE
XP_013276951.1	PMD48060.1	SESB-LIKE
XP_013276951.1	XP_016601908.1	SESB-LIKE
XP_013276951.1	KIN00387.1	SESB-LIKE
XP_013276951.1	KNG45067.1	SESB-LIKE
XP_013276951.1	KUI53165.1	SESB-LIKE
XP_013276951.1	KUI64917.1	SESB-LIKE
XP_013276951.1	OAQ98411.1	SESB-LIKE
XP_013276951.1	OAR03064.1	SESB-LIKE
XP_013276951.1	OBT60774.1	SESB-LIKE
XP_013276951.1	OIW25313.1	SESB-LIKE
XP_013276951.1	OIW26368.1	SESB-LIKE
XP_013276951.1	OQE12456.1	SESB-LIKE
XP_013276951.1	OQE44313.1	SESB-LIKE
XP_013276951.1	OQE46137.1	SESB-LIKE
XP_013276951.1	ORY60895.1	SESB-LIKE
XP_013276951.1	OTA58875.1	SESB-LIKE
XP_013276951.1	OTA96815.1	SESB-LIKE
XP_013276951.1	PMD28536.1	SESB-LIKE
XP_013276951.1	OTB13649.1	SESB-LIKE
XP_013276951.1	PKS08634.1	SESB-LIKE
XP_013276951.1	PMD13592.1	SESB-LIKE
XP_013276951.1	PMD40925.1	SESB-LIKE
XP_013276951.1	PMD30590.1	SESB-LIKE
XP_013276951.1	PMD32204.1	SESB-LIKE
XP_013276951.1	PMD15672.1	SESB-LIKE
XP_013276951.1	PMD37923.1	SESB-LIKE
XP_013276951.1	RFU30366.1	SESB-LIKE
XP_013276951.1	XP_024740438.1	SESB-LIKE
XP_013276951.1	PMD43816.1	SESB-LIKE
XP_013276951.1	PNP39499.1	SESB-LIKE
XP_013276951.1	CRK30423.1	SESB-LIKE
XP_013276951.1	EMT65821.1	SESB-LIKE
XP_013276951.1	EWY85491.1	SESB-LIKE
XP_013276951.1	EXM05446.1	SESB-LIKE
XP_013276951.1	EXM26978.1	SESB-LIKE
XP_013276951.1	EYB31278.1	SESB-LIKE
XP_013276951.1	KEY69383.1	SESB-LIKE
XP_013276951.1	KFA45610.1	SESB-LIKE
XP_013276951.1	KFA81126.1	SESB-LIKE
XP_013276951.1	KFY93389.1	SESB-LIKE
XP_013276951.1	KGO68203.1	SESB-LIKE
XP_013276951.1	KLU90348.1	SESB-LIKE
XP_013276951.1	OBS23455.1	SESB-LIKE
XP_013276951.1	OBT68035.1	SESB-LIKE
XP_013276951.1	OQE43655.1	SESB-LIKE
XP_013276951.1	OQE92993.1	SESB-LIKE
XP_013276951.1	PCD25763.1	SESB-LIKE
XP_013276951.1	PCD29344.1	SESB-LIKE
XP_013276951.1	PKK48530.1	SESB-LIKE
XP_013276951.1	RBA20242.1	SESB-LIKE
XP_013276951.1	RBR18222.1	SESB-LIKE
XP_013276951.1	SCO89780.1	SESB-LIKE
XP_013276951.1	XP_003003133.1	SESB-LIKE
XP_013276951.1	XP_003052741.1	SESB-LIKE
XP_013276951.1	XP_009258938.1	SESB-LIKE
XP_013276951.1	XP_018757312.1	SESB-LIKE
XP_013276951.1	XP_024758279.1	SESB-LIKE
XP_013276951.1	XP_024774061.1	SESB-LIKE
XP_013276951.1	XP_025584229.1	SESB-LIKE
XP_013276951.1	RDW63575.1	SESB-LIKE
XP_013276951.1	RDW59059.1	SESB-LIKE
XP_013276951.1	RFU28895.1	SESB-LIKE
XP_013276951.1	SLM39143.1	SESB-LIKE
XP_013276951.1	XP_024732127.1	SESB-LIKE
XP_013276951.1	SLM39574.1	SESB-LIKE
XP_013276951.1	XP_001909770.1	SESB-LIKE
XP_013276951.1	XP_006665343.1	SESB-LIKE
XP_013276951.1	ATY61672.1	SESB-LIKE
XP_013276951.1	XP_006670723.1	SESB-LIKE
XP_013276951.1	XP_006695114.1	SESB-LIKE
XP_013276951.1	XP_007740496.1	SESB-LIKE
XP_013276951.1	XP_007802531.1	SESB-LIKE
XP_013276951.1	XP_013273367.1	SESB-LIKE
XP_013276951.1	XP_016634008.1	SESB-LIKE
XP_013276951.1	XP_016643021.1	SESB-LIKE
XP_013276951.1	XP_018692718.1	SESB-LIKE
XP_013276951.1	XP_024729767.1	SESB-LIKE
XP_013276951.1	XP_024744548.1	SESB-LIKE
XP_013276951.1	XP_024748657.1	SESB-LIKE
XP_013276951.1	ETS03981.1	SESB-LIKE
XP_013276951.1	OTA03252.1	SESB-LIKE
XP_013276951.1	PKK44108.1	SESB-LIKE
XP_013276951.1	PTB81557.1	SESB-LIKE
XP_013276951.1	RFU29445.1	SESB-LIKE
XP_013276951.1	RFU29447.1	SESB-LIKE
XP_013276951.1	RFU33775.1	SESB-LIKE
XP_013276951.1	CZR69726.1	SESB-LIKE
XP_013276951.1	KFY32215.1	SESB-LIKE
XP_013276951.1	KFZ18654.1	SESB-LIKE
XP_013276951.1	OBT65046.1	SESB-LIKE
XP_013276951.1	OBT86412.1	SESB-LIKE
XP_013276951.1	RDW56930.1	SESB-LIKE
XP_013276951.1	RDW56997.1	SESB-LIKE
XP_013276951.1	RFU34164.1	SESB-LIKE
XP_013276951.1	RFU35420.1	SESB-LIKE
XP_013276951.1	RFU76297.1	SESB-LIKE
XP_013276951.1	OTA01082.1	SESB-LIKE
XP_013276951.1	OTA67905.1	SESB-LIKE
XP_013276951.1	OTA83967.1	SESB-LIKE
XP_013276951.1	OTB18079.1	SESB-LIKE
XP_013276951.1	XP_024771706.1	SESB-LIKE
XP_013276951.1	RFU77887.1	SESB-LIKE
XP_013276951.1	OPB45775.1	SESB-LIKE
XP_013276951.1	XP_024769258.1	SESB-LIKE
XP_013276951.1	RFU82165.1	SESB-LIKE
XP_013276951.1	SCO50661.1	SESB-LIKE
XP_013276951.1	SCO51247.1	SESB-LIKE
XP_013276951.1	XP_023433800.1	SESB-LIKE
XP_013276951.1	SCO90908.1	SESB-LIKE
XP_013276951.1	SCO92473.1	SESB-LIKE
XP_013276951.1	SCV27413.1	SESB-LIKE
XP_013276951.1	EXM16559.1	SESB-LIKE
XP_013276951.1	SCV57103.1	SESB-LIKE SESB-LIKE
XP_013276951.1	SCV57204.1	SESB-LIKE
XP_013276951.1	SLM33335.1	SESB-LIKE
XP_013276951.1	SLM33775.1	SESB-LIKE
XP_013276951.1	SLM33297.1	SESB-LIKE
XP_013276951.1	SLM34902.1	SESB-LIKE
XP_013276951.1	SLM35865.1	SESB-LIKE SESB-LIKE
XP_013276951.1	SLM36702.1	SESB-LIKE
XP_013276951.1	SLM36865.1	SESB-LIKE
XP_013276951.1	SLM37225.1	SESB-LIKE
XP_013276951.1	SLM37648.1	SESB-LIKE
XP_013276951.1	SLM37822.1	SESB-LIKE
XP_013276951.1	SLM38087.1	SESB-LIKE
XP_013276951.1	SLM38624.1	SESB-LIKE
XP_013276951.1	SLM39936.1	SESB-LIKE
XP_013276951.1	SLM39977.1	SESB-LIKE
XP_013276951.1	SLM40880.1	SESB-LIKE
XP_013276951.1	SLM41323.1	SESB-LIKE
XP_013276951.1	SLM33805.1	SESB-LIKE
XP_013276951.1	SLM33968.1	SESB-LIKE
XP_013276951.1	SLM34263.1	SESB-LIKE
XP_013276951.1	SLM34884.1	DYNEIN_LIGHT SESB-LIKE
XP_013276951.1	SLM36001.1	SESB-LIKE
XP_013276951.1	SLM33611.1	SESB-LIKE
XP_013276951.1	SLM35073.1	SESB-LIKE
XP_013276951.1	SLM35359.1	SESB-LIKE
XP_013276951.1	SLM35514.1	SESB-LIKE SESB-LIKE
XP_013276951.1	SLM35642.1	SESB-LIKE
XP_013276951.1	SLM36170.1	SESB-LIKE
XP_013276951.1	SLM37252.1	SESB-LIKE
XP_013276951.1	SLM38551.1	SESB-LIKE
XP_013276951.1	SLM39233.1	SESB-LIKE
XP_013276951.1	SLM39418.1	SESB-LIKE
XP_013276951.1	SLM39419.1	SESB-LIKE
XP_013276951.1	SLM39426.1	SESB-LIKE
XP_013276951.1	SLM39563.1	SESB-LIKE
XP_013276951.1	SLM40155.1	SESB-LIKE
XP_013276951.1	SLM40185.1	SESB-LIKE
XP_013276951.1	SLM41226.1	SESB-LIKE
XP_013276951.1	SLM36321.1	SESB-LIKE
XP_013276951.1	SLM37256.1	SESB-LIKE
XP_013276951.1	SLM40205.1	SESB-LIKE
XP_013276951.1	SLM33794.1	SESB-LIKE
XP_013276951.1	SLM34046.1	SESB-LIKE
XP_013276951.1	SLM34065.1	SESB-LIKE
XP_013276951.1	SLM34305.1	SESB-LIKE
XP_013276951.1	SLM40296.1	SESB-LIKE
XP_013276951.1	XP_001221467.1	SESB-LIKE
XP_013276951.1	PMD19052.1	SESB-LIKE
XP_013276951.1	XP_024739651.1	SESB-LIKE
XP_013276951.1	XP_001225063.1	SESB-LIKE
XP_013276951.1	XP_001225212.1	SESB-LIKE
XP_013276951.1	KLU86522.1	SESB-LIKE
XP_013276951.1	PKS11616.1	SESB-LIKE
XP_013276951.1	XP_001229942.1	SESB-LIKE
XP_013276951.1	XP_001907606.1	SESB-LIKE
XP_013276951.1	CDP31750.1	SESB-LIKE
XP_013276951.1	XP_001228396.1	unk
XP_013276951.1	XP_001228712.1	SESB-LIKE
XP_013276951.1	XP_001228782.1	SESB-LIKE
XP_013276951.1	XP_001239842.2	SESB-LIKE
XP_013276951.1	EFW19640.1	SESB-LIKE
XP_013276951.1	XP_001241700.2	SESB-LIKE
XP_013276951.1	EFW17799.1	SESB-LIKE
XP_013276951.1	XP_001585874.1	SESB-LIKE SESB-LIKE
XP_013276951.1	XP_001596204.1	SESB-LIKE
XP_013276951.1	XP_001905642.1	SESB-LIKE
XP_013276951.1	CDP30253.1	SESB-LIKE
XP_013276951.1	XP_001909799.1	SESB-LIKE
XP_013276951.1	CDP27529.1	SESB-LIKE
XP_013276951.1	KUI53159.1	SESB-LIKE
XP_013276951.1	XP_002145009.1	SESB-LIKE
XP_013276951.1	KFY43045.1	SESB-LIKE
XP_013276951.1	KFY12746.1	G10 SESB-LIKE
XP_013276951.1	KFY89700.1	SESB-LIKE
XP_013276951.1	KFZ10911.1	SESB-LIKE
XP_013276951.1	OBT38924.1	SESB-LIKE
XP_013276951.1	OBT48166.1	SESB-LIKE
XP_013276951.1	OBT52075.1	SESB-LIKE
XP_013276951.1	OBT66018.1	SESB-LIKE
XP_013276951.1	OBT78554.1	SESB-LIKE
XP_013276951.1	XP_018131168.1	SESB-LIKE
XP_013276951.1	XP_002543393.1	SESB-LIKE
XP_013276951.1	XP_002558470.1	SESB-LIKE SESB-LIKE
XP_013276951.1	XP_002563012.1	SESB-LIKE
XP_013276951.1	KZN87168.1	SESB-LIKE
XP_013276951.1	XP_002582463.1	SESB-LIKE
XP_013276951.1	XP_002582613.1	SESB-LIKE
XP_013276951.1	XP_002582662.1	SESB-LIKE
XP_013276951.1	XP_002583319.1	SESB-LIKE
XP_013276951.1	XP_002625933.1	SESB-LIKE
XP_013276951.1	XP_002628588.1	SESB-LIKE SESB-LIKE
XP_013276951.1	XP_002842812.1	SESB-LIKE SESB-LIKE
XP_013276951.1	XP_003169248.1	SESB-LIKE
XP_013276951.1	XP_003235698.1	SESB-LIKE
XP_013276951.1	OAL73335.1	SESB-LIKE SESB-LIKE
XP_013276951.1	OAL61675.1	SESB-LIKE SESB-LIKE
XP_013276951.1	XP_003174511.1	SESB-LIKE
XP_013276951.1	EGD98476.1	SESB-LIKE
XP_013276951.1	EGE05543.1	SESB-LIKE
XP_013276951.1	EZF35156.1	SESB-LIKE
XP_013276951.1	GBF65144.1	SESB-LIKE
XP_013276951.1	KDB24601.1	SESB-LIKE
XP_013276951.1	XP_003013786.1	SESB-LIKE
XP_013276951.1	XP_003024860.1	SESB-LIKE
XP_013276951.1	XP_002850310.1	SESB-LIKE
XP_013276951.1	XP_003005020.1	SESB-LIKE SESB-LIKE
XP_013276951.1	XP_003005077.1	SESB-LIKE
XP_013276951.1	XP_003039770.1	unk
XP_013276951.1	XP_003041672.1	SESB-LIKE
XP_013276951.1	CRK12372.1	SESB-LIKE
XP_013276951.1	CRK05239.1	SESB-LIKE
XP_013276951.1	CRK12377.1	SESB-LIKE
XP_013276951.1	PNH41119.1	SESB-LIKE
XP_013276951.1	XP_003005777.1	SESB-LIKE
XP_013276951.1	XP_009648143.1	SESB-LIKE
XP_013276951.1	CZR45737.1	SESB-LIKE
XP_013276951.1	CZR56660.1	SESB-LIKE
XP_013276951.1	CZT02915.1	SESB-LIKE
XP_013276951.1	CZS88147.1	SESB-LIKE
XP_013276951.1	EMT73423.1	SESB-LIKE
XP_013276951.1	CVK97781.1	SESB-LIKE
XP_013276951.1	CVL05354.1	SESB-LIKE
XP_013276951.1	CZR41650.1	SESB-LIKE ZN_CLUS
XP_013276951.1	ENH67102.1	SESB-LIKE
XP_013276951.1	EWY85755.1	SESB-LIKE
XP_013276951.1	EWZ31619.1	SESB-LIKE
XP_013276951.1	EWZ94205.1	SESB-LIKE
XP_013276951.1	EXA39669.1	SESB-LIKE
XP_013276951.1	EXK38360.1	SESB-LIKE
XP_013276951.1	EXL42896.1	SESB-LIKE
XP_013276951.1	EXM00556.1	SESB-LIKE
XP_013276951.1	KLP04269.1	SESB-LIKE
XP_013276951.1	PCD29544.1	SESB-LIKE
XP_013276951.1	PCD31340.1	SESB-LIKE
XP_013276951.1	RBA13193.1	SESB-LIKE
XP_013276951.1	RBQ92223.1	SESB-LIKE
XP_013276951.1	RBR09670.1	SESB-LIKE
XP_013276951.1	SCO12241.1	SESB-LIKE
XP_013276951.1	SCO12244.1	SESB-LIKE
XP_013276951.1	SCO22706.1	SESB-LIKE
XP_013276951.1	SCO88743.1	SESB-LIKE
XP_013276951.1	SCV30793.1	SESB-LIKE
XP_013276951.1	XP_018251491.1	SESB-LIKE
XP_013276951.1	XP_018759422.1	SESB-LIKE
XP_013276951.1	ERS98806.1	SESB-LIKE
XP_013276951.1	KIH93848.1	SESB-LIKE
XP_013276951.1	XP_016586270.1	SESB-LIKE
XP_013276951.1	EXK25983.1	SESB-LIKE
XP_013276951.1	EXL73093.1	SESB-LIKE
XP_013276951.1	GAP85018.2	SESB-LIKE
XP_013276951.1	GAW22599.1	SESB-LIKE
XP_013276951.1	KFY26604.1	SESB-LIKE
XP_013276951.1	KKP01010.1	SESB-LIKE
XP_013276951.1	KLP21280.1	SESB-LIKE
XP_013276951.1	CVL07159.1	SESB-LIKE
XP_013276951.1	CVL12480.1	SESB-LIKE
XP_013276951.1	CZR49524.1	SESB-LIKE
XP_013276951.1	KLO80599.1	SESB-LIKE
XP_013276951.1	RBA15880.1	SESB-LIKE
XP_013276951.1	RBR15754.1	SESB-LIKE
XP_013276951.1	SCO58686.1	SESB-LIKE
XP_013276951.1	SCO75796.1	SESB-LIKE
XP_013276951.1	SCV57741.1	SESB-LIKE
XP_013276951.1	XP_023438192.1	SESB-LIKE
XP_013276951.1	KLU85305.1	SESB-LIKE
XP_013276951.1	KLU87342.1	SESB-LIKE
XP_013276951.1	KLU88417.1	SESB-LIKE
XP_013276951.1	OAA65369.1	SESB-LIKE
XP_013276951.1	OAL49704.1	SESB-LIKE
XP_013276951.1	OBT57196.1	SESB-LIKE
XP_013276951.1	PMD21888.1	SESB-LIKE
XP_013276951.1	OCK73474.1	SESB-LIKE
XP_013276951.1	OCK94017.1	SESB-LIKE
XP_013276951.1	KIN05296.1	SESB-LIKE
XP_013276951.1	KXX74802.1	SESB-LIKE
XP_013276951.1	KXX80367.1	SESB-LIKE
XP_013276951.1	OCL00766.1	SESB-LIKE
XP_013276951.1	ORY15579.1	SESB-LIKE
XP_013276951.1	PMD15051.1	SESB-LIKE
XP_013276951.1	PMD33669.1	SESB-LIKE
XP_013276951.1	PQE28847.1	SESB-LIKE
XP_013276951.1	XP_024728113.1	SESB-LIKE
XP_013276951.1	OCK95793.1	SESB-LIKE
XP_013276951.1	OCL15206.1	SESB-LIKE
XP_013276951.1	OIW22955.1	SESB-LIKE
XP_013276951.1	OIW26705.1	SESB-LIKE
XP_013276951.1	OIW32488.1	SESB-LIKE
XP_013276951.1	OTA96857.1	SESB-LIKE
XP_013276951.1	OTA58834.1	SESB-LIKE
XP_013276951.1	PKS04937.1	SESB-LIKE
XP_013276951.1	PMD46365.1	SESB-LIKE
XP_013276951.1	PSN69433.1	SESB-LIKE
XP_013276951.1	PSN69445.1	SESB-LIKE
XP_013276951.1	PVH81097.1	SESB-LIKE
XP_013276951.1	RDL35963.1	SESB-LIKE
XP_013276951.1	RFU29824.1	SESB-LIKE
XP_013276951.1	XP_001219584.1	SESB-LIKE SESB-LIKE
XP_013276951.1	KXX74040.1	SESB-LIKE
XP_013276951.1	XP_003654005.1	SESB-LIKE SESB-LIKE
XP_013276951.1	XP_001224763.1	SESB-LIKE
XP_013276951.1	XP_001228035.1	SESB-LIKE
XP_013276951.1	XP_001904424.1	SESB-LIKE
XP_013276951.1	XP_001907649.1	SESB-LIKE
XP_013276951.1	XP_003665514.1	SESB-LIKE
XP_013276951.1	XP_007744703.1	SESB-LIKE
XP_013276951.1	KIW63271.1	SESB-LIKE
XP_013276951.1	OAL23237.1	SESB-LIKE
XP_013276951.1	OCT54189.1	SESB-LIKE
XP_013276951.1	XP_007761652.1	SESB-LIKE
XP_013276951.1	XP_008731959.1	SESB-LIKE
XP_013276951.1	XP_016246274.1	SESB-LIKE
XP_013276951.1	XP_016621509.1	SESB-LIKE
XP_013276951.1	XP_016631392.1	SESB-LIKE
XP_013276951.1	XP_007778408.1	SESB-LIKE
XP_013276951.1	XP_007800100.1	SESB-LIKE
XP_013276951.1	XP_007832899.1	SESB-LIKE
XP_013276951.1	XP_007833036.1	SESB-LIKE
XP_013276951.1	XP_007833421.1	SESB-LIKE
XP_013276951.1	XP_008076205.1	SESB-LIKE
XP_013276951.1	XP_011321042.1	SESB-LIKE
XP_013276951.1	EYB27866.1	SESB-LIKE
XP_013276951.1	PTD07757.1	SESB-LIKE
XP_013276951.1	XP_011411277.1	SESB-LIKE
XP_013276951.1	EXU95601.1	SESB-LIKE
XP_013276951.1	XP_013264959.1	SESB-LIKE
XP_013276951.1	XP_013954286.1	SESB-LIKE
XP_013276951.1	XP_014172964.1	SESB-LIKE
XP_013276951.1	XP_016638679.1	SESB-LIKE
XP_013276951.1	XP_018077323.1	SESB-LIKE
XP_013276951.1	XP_022284437.1	SESB-LIKE
XP_013276951.1	XP_024321949.1	SESB-LIKE
XP_013276951.1	KFY94837.1	CHROMO SESB-LIKE
XP_013276951.1	XP_024404575.1	SESB-LIKE
